jockey,raceDist,postPosition,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH,dataType,raceNum,raceDate
DIAZ HECTOR RAFAEL JR,1540,2,BEL,T,TF,AO,80000,NA,37.643403441682594,train,NA,NA
GALLARDO ANTONIO A,1760,2,BEL,T,FM,N,200000,NA,38.51503156092864,train,NA,NA
ORTIZ IRAD JR,1980,3,GP,T,FM,G3,150000,NA,37.57305872529919,train,NA,NA
VELAZQUEZ J R,1870,3,GP,T,FM,N,75000,NA,37.21903279167072,train,NA,NA
ORTIZ JOSE L,1870,3,AQU,t,TF,AO,69000,NA,36.76470588235294,train,NA,NA
*SOUMILLON C,2187,3,VHY,T,SF,N,63025,NA,38.165763082579055,train,NA,NA
Other,2078,3,LBS,T,SF,N,61490,NA,34.15940324242181,train,NA,NA
NA,2078,3,LBS,T,SF,A,33000,NA,34.167641040631395,train,NA,NA
Other,2297,3,STC,T,TF,A,27744,NA,34.59800508769581,train,NA,NA
*SOUMILLON C,2078,3,DVL,D,FT,S,29676,NA,34.38600878128425,train,NA,NA
BLANC B,1760,4,SA,T,FM,G2,200000,NA,38.35908364411295,train,NA,NA
NAKATANI C S,1760,4,SA,T,FM,G3,100000,NA,38.12751535691591,train,NA,NA
NAKATANI C S,1760,4,DMR,T,FM,G1,300000,NA,38.06301543666737,train,NA,NA
NAKATANI C S,1760,4,SA,T,FM,N,70000,NA,38.809831824062094,train,NA,NA
STEVENS G L,1980,4,DMR,T,FM,G2,200000,NA,37.39612188365651,train,NA,NA
Other,1760,4,CBY,T,TF,N,100000,NA,37.53127606338616,train,NA,NA
FRANCO MANUEL,1540,4,BEL,T,FM,A,90000,NA,38.80266075388026,train,NA,NA
LEPAROUX JULIEN R,1760,4,KEE,T,FM,A,76000,NA,37.52736370269988,train,NA,NA
Other,1870,4,GP,T,FM,N,75000,NA,37.65134363618466,train,NA,NA
CARMOUCHE K,1870,4,AQU,T,TF,N,125000,NA,36.59586681974742,train,NA,NA
LEPAROUX JULIEN R,1980,5,GP,T,FM,G3,150000,NA,37.39612188365651,train,NA,NA
ORTIZ IRAD JR,1870,5,GP,T,TF,G3,150000,NA,36.21816115898116,train,NA,NA
LEPAROUX JULIEN R,1980,5,KEE,T,FM,G1,500000,NA,36.83492496589359,train,NA,NA
LEPAROUX JULIEN R,1980,5,DMR,T,FM,G1,300000,NA,37.47917823431427,train,NA,NA
LEPAROUX JULIEN R,1870,5,SAR,T,FM,G3,150000,NA,37.38637474342684,train,NA,NA
LEPAROUX JULIEN R,1980,5,BEL,t,FM,G3,200000,NA,37.320309620346485,train,NA,NA
LEPAROUX JULIEN R,1870,5,CD,T,TF,G3,150000,NA,36.20787580461946,train,NA,NA
LEPAROUX JULIEN R,1760,5,KEE,T,FM,G3,125000,NA,36.8437212158428,train,NA,NA
LEPAROUX JULIEN R,1870,5,GP,T,FM,G3,100000,NA,37.95395911887279,train,NA,NA
LEPAROUX JULIEN R,1870,5,GP,T,FM,AO,58000,NA,38.11659192825112,train,NA,NA
LYNCH FEARGAL,1870,6,KEE,T,FM,G1,350000,NA,37.3134328358209,train,NA,NA
ORTIZ JOSE L,1980,6,TAM,T,FM,G2,225000,NA,37.34439834024896,train,NA,NA
LANERIE C J,1980,6,KEE,T,FM,G1,500000,NA,36.73469387755102,train,NA,NA
CASTELLANO J J,1980,6,SAR,T,TF,G2,300000,NA,37.590495637646185,train,NA,NA
CASTELLANO J J,1870,6,SAR,T,FM,G3,150000,NA,37.695870700699714,train,NA,NA
LANERIE C J,1980,6,CD,T,FM,G3,100000,NA,37.45491537963562,train,NA,NA
LANERIE C J,1870,6,CD,T,TF,G3,150000,NA,36.02712630686634,train,NA,NA
LANERIE C J,1760,6,KEE,T,FM,G3,125000,NA,36.870135190495695,train,NA,NA
LANERIE C J,1870,6,GP,T,FM,AO,48000,NA,37.77404700770294,train,NA,NA
LANERIE C J,1980,6,GP,T,FM,S,56000,NA,37.200330669605954,train,NA,NA
LEPAROUX JULIEN R,1760,7,GP,T,FM,G3,250000,NA,38.647342995169076,train,NA,NA
LEPAROUX JULIEN R,1870,7,KEE,T,FM,A,71000,NA,36.70825335892515,train,NA,NA
LEPAROUX JULIEN R,1760,7,KD,T,TF,AO,145000,NA,34.97522588166714,train,NA,NA
LANDEROS CHRIS,1870,7,IND,T,FM,N,100000,NA,36.93511008111239,train,NA,NA
LANDEROS CHRIS,1870,7,CD,T,FM,A,55300,NA,37.419291723733124,train,NA,NA
LANDEROS CHRIS,1760,7,CD,T,FM,A,51000,NA,37.1708828084667,train,NA,NA
LEPAROUX JULIEN R,1760,7,KEE,T,FM,A,72000,NA,37.22469237927826,train,NA,NA
BRAVO J,1650,7,GP,T,FM,AO,48000,NA,37.95546558704453,train,NA,NA
LANDEROS CHRIS,1760,7,KEE,T,FM,A,62000,NA,36.496350364963504,train,NA,NA
LANDEROS CHRIS,1760,7,KD,T,FM,A,140000,NA,36.46677471636953,train,NA,NA
DESORMEAUX K J,1760,8,SA,T,FM,G2,200000,NA,38.01478352692714,train,NA,NA
DESORMEAUX K J,1760,8,SA,T,FM,G2,200000,NA,38.30194701563996,train,NA,NA
DESORMEAUX K J,1760,8,SA,T,FM,G3,100000,NA,38.20033955857385,train,NA,NA
TALAMO JOSEPH,1870,8,LRC,D,FT,G2,200000,NA,37.139528109525195,train,NA,NA
TALAMO JOSEPH,1760,8,DMR,T,FM,G2,200000,NA,37.37929602325823,train,NA,NA
TALAMO JOSEPH,1760,8,SA,T,FM,N,70000,NA,38.80564837770831,train,NA,NA
TALAMO JOSEPH,1980,8,DMR,T,FM,G2,200000,NA,37.44798890429958,train,NA,NA
DESORMEAUX K J,1870,8,DMR,T,FM,N,75000,NA,37.49632388981472,train,NA,NA
TALAMO JOSEPH,1760,8,SA,T,FM,G3,100000,NA,38.58107383988854,train,NA,NA
DESORMEAUX K J,1760,8,SA,T,FM,AO,58000,NA,38.253108065030275,train,NA,NA
ORTIZ IRAD JR,1760,9,GP,T,FM,G3,250000,NA,38.62246540070808,train,NA,NA
ORTIZ IRAD JR,1760,9,GP,T,FM,G3,100000,NA,37.75563712637651,train,NA,NA
ORTIZ IRAD JR,1760,9,DMR,T,FM,G2,200000,NA,37.692388231598784,train,NA,NA
BOYCE FOREST,1870,9,LRL,T,FM,N,150000,NA,38.15841979249801,train,NA,NA
ORTIZ JOSE L,1870,9,SAR,T,FM,G2,400000,NA,38.188897763578275,train,NA,NA
ORTIZ JOSE L,1760,9,SAR,t,FM,N,100000,NA,37.71213073538655,train,NA,NA
ORTIZ JOSE L,1760,9,BEL,T,FM,N,100000,NA,38.27344248352116,train,NA,NA
ORTIZ JOSE L,1870,9,PIM,T,TF,G3,150000,NA,36.5504061156235,train,NA,NA
ORTIZ JOSE L,1980,9,KEE,T,FM,G1,500000,NA,36.48977385350031,train,NA,NA
ORTIZ JOSE L,1980,9,BEL,t,FM,G2,500000,NA,37.56260434056761,train,NA,NA
Other,1760,10,GG,T,YL,A,33000,NA,37.255510710959335,train,NA,NA
GRYDER A T,1760,10,GG,D,FT,AO,29000,NA,36.16273229532898,train,NA,NA
GRYDER A T,1760,10,GG,D,FT,AO,29000,62500,36.794766966475876,train,NA,NA
GRYDER A T,1870,10,GG,D,FT,C,24000,32000,36.14970229656932,train,NA,NA
GRYDER A T,1760,10,GG,T,TF,C,25000,40000,37.002775208140605,train,NA,NA
Other,1320,10,GG,D,FT,C,25000,40000,38.16254416961131,train,NA,NA
Other,1980,10,EMD,D,FT,N,65000,NA,37.111701640245585,train,NA,NA
Other,1760,10,EMD,D,FT,N,50000,NA,36.72345200448842,train,NA,NA
ALVARADO F T,1760,10,GG,D,FT,AO,29000,NA,36.55564581640943,train,NA,NA
ALVARADO F T,1760,10,GG,T,FM,AO,29000,NA,36.964780778314,train,NA,NA
LEZCANO JOSE,1870,11,KEE,T,FM,G1,350000,NA,37.55522827687776,train,NA,NA
LEZCANO JOSE,1980,11,TAM,T,FM,G2,225000,NA,37.299686866826306,train,NA,NA
LEZCANO JOSE,1870,11,TAM,T,FM,G3,175000,NA,37.68472906403941,train,NA,NA
LEZCANO JOSE,1980,11,KEE,T,FM,G1,500000,NA,37.15937241948803,train,NA,NA
LEZCANO JOSE,1980,11,BEL,t,FM,G2,400000,NA,37.15255481148518,train,NA,NA
GEROUX FLORENT,1980,11,SAR,T,TF,G2,300000,NA,37.437603993344425,train,NA,NA
Other,1760,11,ASC,T,TF,G1,538222,NA,35.93172971354427,train,NA,NA
GEROUX FLORENT,1870,11,CD,T,TF,G3,150000,NA,36.2353164077302,train,NA,NA
GEROUX FLORENT,1760,11,KEE,T,FM,G3,125000,NA,37.06754530477759,train,NA,NA
GEROUX FLORENT,1870,11,TAM,T,FM,G3,200000,NA,37.632821723730814,train,NA,NA
SANTANA RICARDO JR,1320,1,OP,D,FT,G3,400000,NA,38.698581052028096,train,NA,NA
SANTANA RICARDO JR,1320,1,OP,D,FT,N,125000,NA,39.375820329590205,train,NA,NA
FRANCO MANUEL,1320,1,DMR,D,FT,G1,1500000,NA,38.357721267225465,train,NA,NA
FRANCO MANUEL,1320,1,KEE,D,FT,G2,250000,NA,38.62660944206008,train,NA,NA
LYNCH FEARGAL,1320,1,LRL,D,FT,G3,250000,NA,39.13610668212785,train,NA,NA
SANTANA RICARDO JR,1320,1,BEL,D,FT,G2,250000,NA,38.86569742334821,train,NA,NA
SANTANA RICARDO JR,1320,1,PIM,D,GD,G3,150000,NA,38.62660944206008,train,NA,NA
SANTANA RICARDO JR,1320,1,OP,D,FT,G3,400000,NA,39.50256035113387,train,NA,NA
SANTANA RICARDO JR,1320,1,OP,D,FT,N,125000,NA,39.28987194412107,train,NA,NA
ORTIZ JOSE L,1320,1,OP,D,FT,AO,76000,NA,39.23848277866589,train,NA,NA
RAMGEET A R,1320,2,TUP,D,FT,N,75000,NA,39.73509933774834,train,NA,NA
RAMGEET A R,1210,2,TUP,D,FT,N,30000,NA,40.11995461176852,train,NA,NA
ERAMIA RICHARD E,1320,2,OP,D,FT,G3,400000,NA,39.181541140618194,train,NA,NA
HILL C,1320,2,OP,D,FT,N,125000,NA,38.23820988528537,train,NA,NA
Other,1320,2,TUP,D,FT,N,75000,NA,38.86569742334821,train,NA,NA
JUAREZ A J JR,1100,2,SUN,D,FT,N,65000,NA,39.75265017667844,train,NA,NA
Other,1320,2,ZIA,D,FT,A,25000,NA,39.51990632318502,train,NA,NA
Other,1210,2,ZIA,D,FT,A,24000,NA,39.20481546016157,train,NA,NA
Other,1210,2,ZIA,D,FT,S,24500,NA,38.69001094262936,train,NA,NA
CASTELLANO J J,1320,3,TAM,D,FT,N,100000,NA,38.14636903079966,train,NA,NA
CASTELLANO J J,1320,3,DMR,D,FT,G1,1500000,NA,39.272727272727266,train,NA,NA
CASTELLANO J J,1320,3,PRX,D,FT,N,100000,NA,39.970392301998515,train,NA,NA
CASTELLANO J J,1320,3,GP,D,FT,G3,250000,NA,39.000433338148206,train,NA,NA
PIMENTEL J,1540,3,LRL,D,FT,G3,250000,NA,38.79310344827586,train,NA,NA
MCCARTHY TREVOR,1320,3,LRL,D,GD,N,75000,NA,38.28701077708452,train,NA,NA
FLORES J L,1320,3,PRX,D,MY,AO,52000,NA,38.79310344827587,train,NA,NA
FLORES J L,1320,3,PEN,D,FT,N,200000,NA,38.445108927808626,train,NA,NA
CASTELLANO J J,1320,3,PRX,D,FT,A,76000,NA,38.49443969204448,train,NA,NA
GALLARDO ANTONIO A,1320,3,MTH,D,FT,AO,40000,NA,38.57693956279469,train,NA,NA
ORTIZ JOSE L,1540,4,KEE,D,FT,G3,250000,NA,37.70197486535009,train,NA,NA
ORTIZ JOSE L,1540,4,GP,D,FT,AO,53000,NA,38.58402743753063,train,NA,NA
ORTIZ JOSE L,1870,4,GP,D,FT,AO,52000,NA,36.96009276258576,train,NA,NA
LANERIE C J,1760,4,CD,D,FT,AO,65000,62500,37.934668071654364,train,NA,NA
LANERIE C J,1870,4,KEE,D,FT,AO,71000,NA,37.19731595837791,train,NA,NA
CARMOUCHE K,1980,4,BEL,D,FT,N,100000,NA,36.407766990291265,train,NA,NA
SAEZ LUIS,1980,4,SAR,D,FT,N,100000,NA,36.84833045218816,train,NA,NA
HERNANDEZ B J JR,1980,4,PRM,D,FT,G3,300000,NA,37.13892709766163,train,NA,NA
SAEZ LUIS,2090,4,PIM,D,FT,G3,300000,NA,36.96178454089573,train,NA,NA
SAEZ LUIS,1870,4,KEE,D,FT,AO,74000,NA,37.17562445329964,train,NA,NA
VELAZQUEZ J R,1540,5,GP,D,FT,AO,87000,NA,38.06186563557274,train,NA,NA
VELAZQUEZ J R,1980,5,PRX,D,FT,G1,1000000,NA,36.29032258064516,train,NA,NA
VELAZQUEZ J R,1980,5,SAR,D,FT,N,100000,NA,36.621756035807934,train,NA,NA
VELAZQUEZ J R,1870,5,BEL,D,FT,N,150000,NA,37.37541528239202,train,NA,NA
ESQUIVEL EMMANUEL,1830,5,PRX,D,FT,AO,47000,NA,36.74829980543706,train,NA,NA
VELAZQUEZ J R,1760,5,AQU,D,FT,S,60000,NA,36.794766966475876,train,NA,NA
BISONO J,1830,5,PRX,D,FT,S,50000,NA,35.56467285683437,train,NA,NA
ORTIZ JOSE L,1870,5,AQU,d,MY,S,60000,NA,34.703320631464344,train,NA,NA
VELAZQUEZ J R,1760,5,AQU,D,FT,S,60000,NA,36.01440576230493,train,NA,NA
HERNANDEZ B J JR,1540,6,KEE,D,FT,G3,250000,NA,38.09869375907112,train,NA,NA
HERNANDEZ B J JR,1760,6,FG,T,FM,AO,44000,NA,37.24780134505949,train,NA,NA
HERNANDEZ B J JR,1210,6,FG,T,FM,AO,42000,NA,38.4257102934327,train,NA,NA
HERNANDEZ B J JR,1870,6,IND,D,FT,G3,500000,NA,36.74351585014409,train,NA,NA
HERNANDEZ B J JR,1870,6,CD,D,FT,AO,55300,NA,36.58536585365854,train,NA,NA
HERNANDEZ B J JR,1540,6,CD,D,FT,A,51000,NA,38.269955047989306,train,NA,NA
HERNANDEZ B J JR,1870,6,CD,D,SY,AO,67000,NA,36.24905231235785,train,NA,NA
HERNANDEZ B J JR,1540,6,KEE,D,FT,A,72000,NA,37.80604896783486,train,NA,NA
HERNANDEZ B J JR,1320,6,FG,D,FT,S,41000,NA,38.097925779596444,train,NA,NA
LANERIE C J,1540,7,KEE,D,FT,G3,250000,NA,38.1125226860254,train,NA,NA
LANERIE C J,1540,7,CD,D,FT,N,80000,NA,38.048073438821106,train,NA,NA
ORTIZ JOSE L,1320,7,KEE,D,FT,G2,250000,NA,38.604518158421506,train,NA,NA
ORTIZ JOSE L,1320,7,SAR,D,FT,G1,350000,NA,38.35227272727273,train,NA,NA
ALBARADO R J,1540,7,CD,D,SY,N,70000,NA,37.91526239768897,train,NA,NA
LANERIE C J,1320,7,CD,D,FT,G3,100000,NA,39.0625,train,NA,NA
ORTIZ JOSE L,1540,7,CD,D,WF,G2,500000,NA,37.85147801009373,train,NA,NA
ORTIZ JOSE L,1540,7,KEE,D,FT,G3,250000,NA,38.03888419273034,train,NA,NA
ORTIZ JOSE L,1320,7,SA,D,FT,G1,1500000,NA,38.59348198970841,train,NA,NA
ORTIZ JOSE L,1320,7,KEE,D,FT,G2,250000,NA,39.45061367621275,train,NA,NA
CONTRERAS LUIS,1540,8,KEE,D,FT,G3,250000,NA,38.130976879312435,train,NA,NA
STEVENS G L,1320,8,OP,D,FT,N,125000,NA,38.48346636259978,train,NA,NA
STEVENS G L,1320,8,OP,D,FT,AO,78000,NA,38.42322470471041,train,NA,NA
STEVENS G L,1760,8,OP,D,FT,A,78000,NA,36.648681665478975,train,NA,NA
LANDEROS CHRIS,1540,8,CD,D,FT,N,80000,NA,37.769784172661865,train,NA,NA
COURT J K,1760,8,CD,D,FT,G3,100000,NA,36.768460831375755,train,NA,NA
ROSARIO JOEL,1430,8,SAR,D,FT,AO,90000,NA,38.54262748715246,train,NA,NA
ROSARIO JOEL,1540,8,SAR,D,FT,AO,90000,NA,38.21424238748028,train,NA,NA
COURT J K,1870,8,CD,T,FM,AO,57500,NA,37.40831295843521,train,NA,NA
GEROUX FLORENT,1540,8,CD,D,FT,AO,53000,NA,37.70648790998324,train,NA,NA
ALBARADO R J,1430,9,GP,D,FT,G3,100000,NA,36.94581280788177,train,NA,NA
SAEZ LUIS,1320,9,GP,D,FT,AO,52000,NA,38.53839566086212,train,NA,NA
SAEZ LUIS,1320,9,GP,D,GD,AO,52000,NA,38.13020759779692,train,NA,NA
ALBARADO R J,1430,9,CD,D,FT,AO,65000,NA,37.09575142675967,train,NA,NA
LANERIE C J,1760,9,GP,T,FM,A,49000,NA,37.22854188210962,train,NA,NA
LANERIE C J,1650,9,GP,T,FM,AO,49000,NA,38.144213381555154,train,NA,NA
LANERIE C J,1760,9,GP,D,FT,G3,150000,NA,36.926864293773725,train,NA,NA
LANERIE C J,1540,9,CD,D,FT,A,60000,NA,38.424005855086605,train,NA,NA
LANERIE C J,1540,9,KEE,D,FT,A,62000,NA,36.54716324399582,train,NA,NA
LANERIE C J,1540,9,KEE,D,FT,A,62000,NA,37.89701636188642,train,NA,NA
VELAZQUEZ J R,1540,10,AQU,D,FT,G1,400000,NA,38.49443969204448,train,NA,NA
VELAZQUEZ J R,1760,10,DMR,D,FT,G1,1000000,NA,37.543018041505896,train,NA,NA
LANERIE C J,1760,10,CD,D,FT,G3,100000,NA,37.88676068196169,train,NA,NA
VELAZQUEZ J R,1540,10,SAR,D,FT,G1,600000,NA,38.56041131105399,train,NA,NA
VELAZQUEZ J R,1540,10,BEL,D,FT,G2,350000,NA,38.25601165897498,train,NA,NA
ROSARIO JOEL,1760,10,BEL,D,FT,G1,1200000,NA,37.807183364839325,train,NA,NA
ROSARIO JOEL,1540,10,CD,D,WF,G2,500000,NA,37.842383469485824,train,NA,NA
ROSARIO JOEL,1540,10,KEE,D,FT,G3,250000,NA,38.269955047989306,train,NA,NA
ROSARIO JOEL,1760,10,GP,D,FT,G2,350000,NA,37.81512605042016,train,NA,NA
CASTELLANO J J,1980,10,GP,D,FT,N,200000,NA,36.98630136986302,train,NA,NA
ORTIZ JOSE L,1760,1,GP,T,FM,N,150000,NA,38.51915257864327,train,NA,NA
JARAMILLO E,1870,1,GP,T,FM,G3,100000,NA,37.85254824344384,train,NA,NA
JARAMILLO E,1760,1,GP,T,TF,G3,100000,NA,37.39094308267553,train,NA,NA
JARAMILLO E,1650,1,GP,T,FM,N,100000,NA,37.52918936950961,train,NA,NA
JARAMILLO E,1760,1,GP,T,TF,N,75000,NA,35.194056114967246,train,NA,NA
Other,1760,1,GP,T,FM,S,53000,NA,35.985605757696916,train,NA,NA
BAZE T C,1760,2,SA,T,TF,N,200000,NA,37.4726761736234,train,NA,NA
BAZE T C,1870,2,SA,D,FT,G3,150000,NA,35.498839907192576,train,NA,NA
PRAT FLAVIEN,1760,2,SA,T,FM,N,75000,NA,38.05496828752643,train,NA,NA
PRAT FLAVIEN,1760,2,DMR,T,FM,G3,100000,NA,37.48828491096532,train,NA,NA
PRAT FLAVIEN,1760,2,SA,T,FM,S,50000,NA,38.42049092849519,train,NA,NA
PRAT FLAVIEN,1760,2,SA,T,FM,S,50000,NA,38.41639099349056,train,NA,NA
PRAT FLAVIEN,1760,2,LRC,D,FT,S,45000,NA,34.836462163731376,train,NA,NA
*HEFFERNAN J A,2078,3,MEY,D,FT,G2,2000000,NA,34.26128119824718,train,NA,NA
*HEFFERNAN J A,1760,3,DUD,D,FT,N,86720,NA,36.39672429481347,train,NA,NA
*HEFFERNAN J A,1540,3,NKT,T,TF,G1,653460,NA,37.91069924178601,train,NA,NA
*HEFFERNAN J A,1320,3,FRH,T,YL,S,17209,NA,34.62870334744132,train,NA,NA
*MOORE R L,1540,3,CGH,T,YL,S,19659,NA,34.588777863182166,train,NA,NA
GEROUX FLORENT,1650,4,FG,T,FM,AO,40000,NA,35.908075327162464,train,NA,NA
Other,1760,4,GP,T,TF,N,75000,NA,34.62204270051933,train,NA,NA
SANTANA RICARDO JR,1870,4,CD,T,YL,A,62000,NA,35.101404056162245,train,NA,NA
GRAHAM J,1760,4,KEE,T,SF,A,67000,NA,36.12281757977122,train,NA,NA
GEROUX FLORENT,1870,4,CD,D,FT,G3,150000,NA,35.403554239170674,train,NA,NA
Other,1760,4,AP,T,FM,S,28000,NA,35.39127015336217,train,NA,NA
CASTELLANO J J,1870,5,GP,T,FM,AO,56000,NA,37.053182214472535,train,NA,NA
CASTELLANO J J,1760,5,GP,T,TF,G3,100000,NA,36.964780778314,train,NA,NA
PRADO E S,1870,5,GP,T,TF,AO,51000,NA,36.68712833301362,train,NA,NA
RIOS JESUS M,1760,5,GP,T,FM,S,53000,NA,35.95685177786656,train,NA,NA
VELAZQUEZ J R,1870,5,SAR,t,FM,S,83000,NA,35.601265822784804,train,NA,NA
CASTELLANO J J,1100,5,GP,T,FM,S,60000,NA,39.53610964681076,train,NA,NA
ROSARIO JOEL,1760,6,SA,T,TF,N,200000,NA,37.53127606338616,train,NA,NA
PRAT FLAVIEN,1760,6,SA,T,FM,AO,56000,NA,38.09120727965295,train,NA,NA
PRAT FLAVIEN,1980,6,SA,T,FM,S,54000,NA,37.14914694551459,train,NA,NA
PRAT FLAVIEN,1760,6,DMR,T,FM,S,52000,NA,37.83102143757882,train,NA,NA
Other,1320,6,NEW,D,FT,A,32416,NA,36.644951140065146,train,NA,NA
Other,1540,6,DUD,D,FT,S,18073,NA,36.53444676409186,train,NA,NA
*MCDONOGH D P,1320,6,CGH,T,TF,S,21829,NA,36.36363636363637,train,NA,NA
ROSARIO JOEL,1870,7,KEE,T,YL,G3,150000,NA,35.871705898902746,train,NA,NA
MENA M,1870,7,FG,T,TF,AO,40000,NA,35.380630838960315,train,NA,NA
MENA M,1870,7,KEE,D,SY,G3,250000,NA,36.15995462280205,train,NA,NA
MENA M,1760,7,KD,T,FM,S,130000,NA,36.596523330283624,train,NA,NA
PEDROZA MARCELINO,1760,7,IND,T,FM,S,31000,NA,36.18090452261306,train,NA,NA
DE LA CRUZ FERNANDO,1980,8,KEE,D,FT,G2,1000000,NA,35.33414761821671,train,NA,NA
GARCIA J A,1980,8,TP,D,FT,G3,200000,NA,36.46677471636953,train,NA,NA
GARCIA J A,1870,8,TP,D,FT,N,75000,NA,36.59236582799196,train,NA,NA
GARCIA J A,1760,8,TP,D,FT,AO,20400,NA,35.81020590868397,train,NA,NA
GARCIA J A,1760,8,KEE,T,SF,A,67000,NA,35.96044351213665,train,NA,NA
SANTANA RICARDO JR,1870,8,KEE,D,SY,G3,250000,NA,35.905378766544636,train,NA,NA
JIMENEZ ALBIN,1540,8,KD,T,TF,N,350000,NA,34.146341463414636,train,NA,NA
BAZE T C,1430,8,DMR,D,FT,G2,200000,NA,36.89455095862765,train,NA,NA
Other,1320,8,ASC,T,TF,G2,187420,NA,36.809815950920246,train,NA,NA
VELAZQUEZ J R,1100,8,BEL,D,MY,S,100000,NA,37.288697381504804,train,NA,NA
GEROUX FLORENT,1870,9,KEE,T,YL,G3,150000,NA,35.94924812030075,train,NA,NA
GEROUX FLORENT,1760,9,TAM,T,FM,N,75000,NA,37.986704653371326,train,NA,NA
CENTENO D E,1760,9,TAM,T,TF,AO,22500,NA,36.09022556390977,train,NA,NA
VALDIVIA J JR,1540,9,CD,D,FT,N,200000,NA,37.10684415125457,train,NA,NA
VALDIVIA J JR,1870,9,KEE,D,SY,G3,250000,NA,35.878435418816245,train,NA,NA
VALDIVIA J JR,1540,9,AP,D,FT,N,75000,NA,36.89388615600844,train,NA,NA
MARQUEZ C H JR,1760,9,AP,T,FM,S,28000,NA,36.66734569158688,train,NA,NA
VELAZQUEZ J R,1870,10,KEE,T,YL,G3,150000,NA,35.88516746411483,train,NA,NA
VELAZQUEZ J R,1870,10,GP,T,FM,G3,100000,NA,37.86753786753786,train,NA,NA
ORTIZ IRAD JR,1870,10,GP,T,TF,AO,51000,NA,36.80361781968632,train,NA,NA
VELAZQUEZ J R,1760,10,GP,T,TF,N,75000,NA,34.742327735958305,train,NA,NA
VELAZQUEZ J R,1870,10,BEL,t,FM,G3,200000,NA,36.924413553431805,train,NA,NA
VELAZQUEZ J R,1870,10,SAR,T,FM,S,83000,NA,37.55522827687776,train,NA,NA
ORTIZ JOSE L,1870,11,TAM,D,FT,G2,400000,NA,35.83473861720067,train,NA,NA
ORTIZ JOSE L,1760,11,GP,T,TF,G3,100000,NA,37.220843672456574,train,NA,NA
ORTIZ JOSE L,1760,11,DMR,T,FM,G1,1000000,NA,37.453183520599254,train,NA,NA
BRAVO J,1760,11,WO,T,FM,G2,200000,NA,38.00274464266863,train,NA,NA
ORTIZ JOSE L,1870,11,SAR,T,FM,G3,150000,NA,37.800177883190045,train,NA,NA
ORTIZ JOSE L,1870,11,SAR,T,FM,S,83000,NA,36.7047308319739,train,NA,NA
LYNCH FEARGAL,1210,11,LRL,T,FM,S,40000,NA,39.00709219858155,train,NA,NA
CASTELLANO J J,1760,12,KEE,T,YL,G2,200000,NA,36.488951956213256,train,NA,NA
CASTELLANO J J,1760,12,DMR,T,FM,G1,1000000,NA,37.464876678114265,train,NA,NA
CASTELLANO J J,1870,12,KEE,T,SF,G3,150000,NA,36.016949152542374,train,NA,NA
CASTELLANO J J,1760,12,BEL,T,FM,S,75000,NA,37.79130799916019,train,NA,NA
GRAHAM J,1870,13,KEE,T,YL,G3,150000,NA,35.925612848689774,train,NA,NA
GRAHAM J,1760,13,FG,T,FM,N,50000,NA,36.90415171706817,train,NA,NA
GRAHAM J,1870,13,FG,T,FM,S,38000,NA,36.0135580453818,train,NA,NA
GRAHAM J,1760,13,FG,D,FT,S,38000,NA,35.25954946131244,train,NA,NA
GRAHAM J,1210,13,FG,T,TF,S,38000,NA,38.11797320190974,train,NA,NA
SAEZ LUIS,1870,14,KEE,T,YL,G3,150000,NA,35.94924812030075,train,NA,NA
CONTRERAS LUIS,1870,14,WO,D,FT,N,100000,NA,36.59586681974742,train,NA,NA
CONTRERAS LUIS,1540,14,WO,D,FT,AO,61000,NA,38.10791192838133,train,NA,NA
SAEZ LUIS,1870,14,KEE,D,SY,G3,250000,NA,36.08490566037736,train,NA,NA
CONTRERAS LUIS,1760,14,WO,T,FM,G2,200000,NA,37.958667229017294,train,NA,NA
CONTRERAS LUIS,1430,14,WO,T,FM,S,61000,NA,37.351551525986466,train,NA,NA
MURRILL MITCHELL,1870,15,TP,D,FT,N,75000,NA,35.95600676818952,train,NA,NA
MURRILL MITCHELL,1830,15,FG,D,FT,AO,43000,NA,36.17299785641494,train,NA,NA
MENA M,1760,15,FG,D,FT,S,38000,NA,36.05408112168253,train,NA,NA
MENA M,1830,15,FG,D,FT,S,41000,NA,35.47367151423255,train,NA,NA
LANERIE C J,1980,16,KEE,D,FT,G2,1000000,NA,36.362003950439934,train,NA,NA
ROSARIO JOEL,1870,16,TAM,D,FT,G2,400000,NA,35.925612848689774,train,NA,NA
ALBARADO R J,1870,16,GP,D,FT,G2,350000,NA,36.82133230650751,train,NA,NA
ALBARADO R J,1870,16,CD,D,FT,G2,200000,NA,36.62389888931444,train,NA,NA
ALBARADO R J,1870,16,KEE,D,FT,S,65000,NA,36.245617359992416,train,NA,NA
ALBARADO R J,1760,16,CD,D,FT,S,51000,NA,37.45708042867548,train,NA,NA
Other,1430,16,ELP,D,FT,S,40000,NA,37.68358670445761,train,NA,NA
PRAT FLAVIEN,1540,1,AQU,D,FT,G3,250000,NA,37.87878787878788,train,NA,NA
VELAZQUEZ J R,1540,1,GP,D,FT,AO,51000,NA,38.1125226860254,train,NA,NA
ORTIZ JOSE L,1540,1,SAR,D,GD,G1,350000,NA,37.14184648036788,train,NA,NA
