jockey,raceDist,postPosition,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH,dataType,raceNum,raceDate
GOMEZ JOSE ANTONIO,1760,4,AQU,D,GD,AO,74000,NA,36.272040302267,train,NA,NA
GOMEZ JOSE ANTONIO,1760,4,AQU,D,FT,A,75000,NA,36.220947781466954,train,NA,NA
DAVIS JACQUELINE A,1760,5,BEL,D,FT,AO,85000,45000,35.1219512195122,train,NA,NA
OLVER MADISON,1760,5,BEL,D,FT,C,36000,12500,36.23553095118269,train,NA,NA
FRANCO MANUEL,1760,5,BEL,D,FT,C,48000,20000,35.7355568790947,train,NA,NA
OLVER MADISON,1760,5,BEL,D,FT,C,28000,10000,36.09022556390977,train,NA,NA
SAMUEL JALON L,1320,5,AQU,D,FT,C,28000,10000,35.8327803583278,train,NA,NA
PENNINGTON F,1760,5,AQU,D,SY,C,44000,20000,34.459653489039916,train,NA,NA
PENNINGTON F,1760,5,AQU,D,FT,R,47000,NA,34.426699818303526,train,NA,NA
FRANCO MANUEL,1760,5,AQU,D,SY,C,37000,25000,35.93890386343217,train,NA,NA
FRANCO MANUEL,1760,5,AQU,D,FT,C,43000,35000,35.71782914971723,train,NA,NA
FRANCO MANUEL,1760,5,AQU,D,GD,C,37000,25000,35.72491813039595,train,NA,NA
MCCARTHY TREVOR,1980,6,SAR,D,FT,AO,100000,NA,35.974418191508256,train,NA,NA
MCCARTHY TREVOR,1760,6,BEL,D,FT,AO,85000,NA,36.485253876558225,train,NA,NA
MCCARTHY TREVOR,1760,6,BEL,D,MY,AO,85000,NA,36.36363636363637,train,NA,NA
MCCARTHY TREVOR,1430,6,AQU,D,FT,AO,74000,NA,36.75084809649453,train,NA,NA
LEZCANO JOSE,1760,6,AQU,D,FT,AO,80000,NA,36.0649168503306,train,NA,NA
LEZCANO JOSE,1760,6,AQU,D,GD,AO,80000,NA,36.37465898757199,train,NA,NA
LEZCANO JOSE,1980,6,BAQ,D,FT,N,250000,NA,35.74896283873245,train,NA,NA
LEZCANO JOSE,1760,6,BAQ,D,FT,A,85000,NA,36.54451324738605,train,NA,NA
LEZCANO JOSE,1760,6,BAQ,D,FT,A,85000,NA,36.35629165825086,train,NA,NA
LEZCANO JOSE,1540,6,SAR,D,FT,A,95000,NA,36.7047308319739,train,NA,NA
Other,1320,1,FL,D,FT,AO,26000,20000,37.380589782638786,train,NA,NA
WORRIE ANDRE SHIVNARINE,1320,1,FL,D,SY,C,17600,11000,37.33407079646018,train,NA,NA
WORRIE ANDRE SHIVNARINE,1210,1,FL,D,FT,A,25900,NA,37.30218538055765,train,NA,NA
HARKIE HEMAN K,1320,1,FL,D,FT,A,25900,NA,37.24651676093254,train,NA,NA
WORRIE ANDRE SHIVNARINE,990,1,FL,D,FT,A,25900,NA,37.829254623575565,train,NA,NA
Other,1430,1,CT,D,FT,A,33900,NA,35.898379970544916,train,NA,NA
DAVIS DYLAN,1760,1,AQU,D,FT,C,45000,40000,36.51856360316494,train,NA,NA
PENNINGTON F,1540,1,AQU,D,FT,C,36000,25000,36.93714821763602,train,NA,NA
VARGAS JORGE A JR,1320,1,AQU,D,FT,A,82000,NA,37.63590744354614,train,NA,NA
VARGAS JORGE A JR,1760,1,AQU,D,SY,A,82000,NA,36.459388292485315,train,NA,NA
FRANCO MANUEL,1540,2,SAR,D,FT,A,149500,NA,37.185692362176844,train,NA,NA
ORTIZ IRAD JR,1430,2,BEL,D,FT,A,95000,NA,37.55295930157915,train,NA,NA
MCCARTHY TREVOR,1980,2,AQU,D,SY,A,82000,NA,35.8026874115983,train,NA,NA
DAVIS DYLAN,1540,2,AQU,D,FT,A,82000,NA,36.598117811084,train,NA,NA
ORTIZ JOSE L,1320,2,GP,D,FT,AO,54000,NA,38.14098036445825,train,NA,NA
ORTIZ JOSE L,1430,2,GP,D,FT,AO,54000,NA,37.495192923984106,train,NA,NA
ROSARIO JOEL,1320,2,GP,D,FT,AO,54000,NA,37.48438150770512,train,NA,NA
CASTELLANO J J,1320,2,AQU,D,FT,A,90000,NA,36.74969375255207,train,NA,NA
CASTELLANO J J,1760,2,AQU,D,FT,A,90000,NA,35.693039857227845,train,NA,NA
CASTELLANO J J,1430,2,AQU,D,GD,A,90000,NA,37.337247893796274,train,NA,NA
LOPEZ PASCACIO,1320,3,MTH,D,FT,C,30000,25000,37.57305872529919,train,NA,NA
HERNANDEZ ANDY,1320,3,PEN,D,FT,AO,28900,25000,37.24651676093254,train,NA,NA
HERNANDEZ ANDY,1430,3,PRX,D,FT,C,34000,25000,36.031042128603104,train,NA,NA
HERNANDEZ ANDY,1320,3,PRX,D,FT,AO,56000,NA,35.54970375246872,train,NA,NA
HERNANDEZ ANDY,1320,3,PEN,D,FT,AO,28900,NA,38.11405985319029,train,NA,NA
HERNANDEZ ANDY,1430,3,PRX,D,FT,AO,58000,NA,36.22291021671827,train,NA,NA
HERNANDEZ ANDY,1430,3,AQU,D,GD,A,90000,NA,36.23637264618434,train,NA,NA
HERNANDEZ ANDY,1320,3,PRX,D,SY,AO,47000,NA,37.55737932953123,train,NA,NA
LOPEZ PASCACIO,1320,3,PRX,D,SY,C,30000,25000,37.900056148231336,train,NA,NA
LOPEZ PASCACIO,1210,3,MTH,D,FT,R,33000,NA,38.647720174890694,train,NA,NA
MCCARTHY TREVOR,1870,4,SAR,t,FM,C,64000,32000,36.33513821601596,train,NA,NA
DAVIS DYLAN,1760,4,BEL,T,FM,C,62000,32000,37.56652405301054,train,NA,NA
LOPEZ PASCACIO,1320,4,BEL,t,FM,C,55000,25000,38.62660944206008,train,NA,NA
OCASIO LUIS M,1430,4,PRX,D,FT,C,34000,25000,33.76818286769799,train,NA,NA
OCASIO LUIS M,1320,4,PRX,D,GD,C,34000,25000,36.885245901639344,train,NA,NA
OCASIO LUIS M,1320,4,PEN,D,FT,AO,28900,NA,37.63066202090592,train,NA,NA
Other,1320,4,PEN,D,GD,AO,28900,NA,37.07772589947816,train,NA,NA
Other,1430,4,PRX,D,FT,AO,58000,NA,36.7231638418079,train,NA,NA
HERNANDEZ ANDY,1430,4,PRX,D,FT,N,75000,NA,35.68378675125046,train,NA,NA
Other,1320,4,DEL,D,FT,AO,46000,NA,37.751677852349,train,NA,NA
TORRES JAIME A,1430,5,SAR,D,FT,AO,100000,45000,35.45454545454545,train,NA,NA
ALVARADO JUNIOR,1320,5,BEL,D,FT,AO,85000,45000,36.81483501499864,train,NA,NA
LEZCANO JOSE,1540,5,BEL,D,FT,C,70000,40000,35.8647386997609,train,NA,NA
LEZCANO JOSE,1320,5,AQU,D,FT,AO,74000,45000,36.29032258064516,train,NA,NA
LUZZI M J,1430,5,AQU,D,FT,AO,74000,45000,36.39870582379294,train,NA,NA
LUZZI M J,1320,5,AQU,D,FT,AO,74000,NA,37.09300728121995,train,NA,NA
MARAGH ROMERO RAMSAY,1760,5,AQU,D,FT,AO,80000,NA,35.55555555555556,train,NA,NA
LUZZI M J,1430,5,AQU,D,FT,AO,80000,NA,36.83879093198992,train,NA,NA
LUZZI M J,1320,5,AQU,D,FT,C,60000,40000,36.68976763147166,train,NA,NA
LUZZI M J,1320,5,AQU,D,FT,AO,80000,NA,36.530915978893255,train,NA,NA
GREENIDGE ELIJAH,1430,6,SAR,D,FT,C,72000,40000,36.69552126458412,train,NA,NA
DAVIS JACQUELINE A,1870,6,BEL,t,FM,A,95000,NA,36.3904481019884,train,NA,NA
MARAGH ROMERO RAMSAY,1320,6,MTH,D,FT,AO,60000,NA,37.01672607622704,train,NA,NA
GOMEZ O,1760,6,BEL,D,FT,C,48000,20000,35.97122302158274,train,NA,NA
OLVER MADISON,1320,6,BEL,D,FT,C,62000,32000,36.794766966475876,train,NA,NA
Other,1320,6,AQU,D,FT,C,50000,25000,36.78474114441417,train,NA,NA
MARTINEZ JOEY R,1540,6,AQU,D,GD,R,55000,NA,34.814323607427056,train,NA,NA
HERNANDEZ MORENO OMAR,1320,6,AQU,D,FT,C,55000,32000,36.04325190228274,train,NA,NA
GOMEZ O,1320,6,AQU,D,FT,C,39000,16000,36.45692681609506,train,NA,NA
HUAYAS GHERSON (JASON),1430,6,AQU,D,FT,C,60000,40000,35.54070473876063,train,NA,NA
TORRES JAIME A,1430,7,SAR,D,FT,C,42000,16000,37.389748178448166,train,NA,NA
ROSARIO JOEL,1320,7,BEL,D,MY,R,65000,NA,36.99643738010413,train,NA,NA
TORRES JAIME A,1430,7,BEL,D,SY,R,65000,NA,37.109870591220506,train,NA,NA
CASTELLANO J J,1430,7,AQU,D,SY,A,72000,NA,36.47586980920314,train,NA,NA
TORRES JAIME A,1540,7,AQU,D,FT,G3,150000,NA,36.45411410716353,train,NA,NA
LAPRIDA JEREMY,1540,7,AQU,D,GD,R,55000,NA,35.541013200947766,train,NA,NA
LAPRIDA JEREMY,1430,7,AQU,D,FT,A,72000,NA,37.10045662100456,train,NA,NA
LAPRIDA JEREMY,1320,7,AQU,D,FT,C,39000,16000,37.02687877125617,train,NA,NA
PEREZ XAVIER,1210,7,LRL,D,FT,CO,27080,10000,37.488639806119366,train,NA,NA
PEREZ XAVIER,1320,7,LRL,D,FT,CO,27680,10000,36.00960256068285,train,NA,NA
ORTIZ IRAD JR,1430,8,SAR,D,FT,C,42000,16000,37.12871287128713,train,NA,NA
SANCHEZ MYCHEL J,1430,8,PRX,D,FT,C,30000,15000,36.204975863349425,train,NA,NA
SANCHEZ MYCHEL J,1430,8,PRX,D,FT,C,30000,15000,35.80609621740728,train,NA,NA
SANCHEZ MYCHEL J,1320,8,PRX,D,FT,C,28000,10000,36.600244001626685,train,NA,NA
TORRES JAIME A,1320,8,PRX,D,FT,C,28000,10000,36.52597402597402,train,NA,NA
LAPRIDA JEREMY,1210,8,PRX,D,FT,C,30000,15000,36.09450196879102,train,NA,NA
ADORNO ABNER,1320,8,PRX,D,FT,C,30000,15000,36.1687876758205,train,NA,NA
ADORNO ABNER,1430,8,PRX,D,FT,C,30000,15000,35.749205573209494,train,NA,NA
Other,1320,8,DEL,D,FT,R,23000,NA,36.679798940361366,train,NA,NA
SANCHEZ MYCHEL J,1760,8,DEL,D,FT,CO,26000,15000,35.128805620608894,train,NA,NA
*MOORE R L,1760,1,ASC,T,TF,G2,294738,NA,35.36693191865606,train,NA,NA
*MOORE R L,1760,1,CGH,T,TF,G2,121049,NA,36.01800900450225,train,NA,NA
*DOYLE HOLLIE,1760,1,ASC,T,TF,G3,94474,NA,35.183737294761535,train,NA,NA
Other,1750,1,*DS,T,TF,G2,131474,NA,37.116813091512384,train,NA,NA
*DOYLE HOLLIE,1750,1,LCH,T,SF,G1,520543,NA,37.26752165065544,train,NA,NA
Other,1540,1,NBY,T,TF,G3,89934,NA,37.05882352941176,train,NA,NA
*DOYLE HOLLIE,1540,1,NBY,T,SF,N,40660,NA,35.56107473470309,train,NA,NA
*DOYLE HOLLIE,1540,1,NKT,T,TF,G2,121338,NA,37.68393348486661,train,NA,NA
Other,1540,1,KEM,D,FT,A,22072,NA,35.65365025466894,train,NA,NA
Other,1320,1,LEI,T,TF,S,13785,NA,37.06245710363762,train,NA,NA
ROSARIO JOEL,1980,2,MTH,T,FM,G3,300000,NA,37.5,train,NA,NA
CAMACHO SAMY,1870,2,MTH,T,FM,G3,150000,NA,37.5,train,NA,NA
FRANCO MANUEL,1870,2,BEL,T,FM,G3,175000,NA,37.643932683790965,train,NA,NA
FRANCO MANUEL,1870,2,SAR,t,FM,G2,200000,NA,37.56998330222964,train,NA,NA
FRANCO MANUEL,2200,2,BEL,t,FM,G1,700000,NA,37.52814610958218,train,NA,NA
FRANCO MANUEL,1980,2,BEL,t,YL,G2,200000,NA,36.57545380655648,train,NA,NA
FRANCO MANUEL,1870,2,AQU,t,FM,N,100000,NA,36.924413553431805,train,NA,NA
PRAT FLAVIEN,1760,2,DMR,T,FM,G1,1000000,NA,37.63721902770518,train,NA,NA
CARRASCO VICTOR R,1870,2,LRL,T,FM,N,150000,NA,37.06036236798761,train,NA,NA
FRANCO MANUEL,1870,2,SAR,t,YL,S,100000,NA,36.44245426829268,train,NA,NA
CASTELLANO J J,1760,3,SAR,t,FM,N,135000,NA,37.986704653371326,train,NA,NA
CASTELLANO J J,1760,3,BEL,T,FM,N,150000,NA,38.30194701563996,train,NA,NA
CANCEL ERIC,1870,3,BEL,T,FM,G3,175000,NA,37.157567515057316,train,NA,NA
CANCEL ERIC,1760,3,AQU,T,FM,N,100000,NA,37.60576621748668,train,NA,NA
CANCEL ERIC,1870,3,AQU,t,FM,N,135000,NA,37.298878595806926,train,NA,NA
CANCEL ERIC,1760,3,BAQ,T,FM,G3,150000,NA,37.63721902770518,train,NA,NA
CANCEL ERIC,1980,3,BAQ,T,FM,G3,175000,NA,36.781400417764054,train,NA,NA
CANCEL ERIC,1760,3,SAR,t,FM,AO,125000,NA,37.14020427112349,train,NA,NA
CANCEL ERIC,1760,3,BEL,T,FM,AO,94000,NA,38.49855630413859,train,NA,NA
CANCEL ERIC,1870,3,BEL,t,TF,AO,94000,NA,37.327998438567384,train,NA,NA
ROSARIO JOEL,1980,4,SAR,T,FM,G1,500000,NA,37.07093821510298,train,NA,NA
ORTIZ IRAD JR,1760,4,CD,T,FM,G2,500000,NA,37.68449701664398,train,NA,NA
BRAVO J,2200,4,SA,T,FM,G1,300000,NA,37.57201302496451,train,NA,NA
ORTIZ IRAD JR,1870,4,SAR,T,TF,G2,400000,NA,37.14674176944741,train,NA,NA
FRANCO MANUEL,1980,4,MTH,T,FM,G3,201000,NA,37.801008026880716,train,NA,NA
FRANCO MANUEL,1870,4,MTH,T,FM,G3,152500,NA,37.17562445329964,train,NA,NA
ORTIZ IRAD JR,1980,4,CD,T,FM,G3,250000,NA,36.761368793682486,train,NA,NA
ROSARIO JOEL,1870,4,KEE,T,TF,A,140000,NA,36.644951140065146,train,NA,NA
SMITH M E,2200,4,SA,D,FT,G1,300000,NA,35.8194698718459,train,NA,NA
ROSARIO JOEL,1980,4,BEL,t,FM,G2,200000,NA,37.33407079646018,train,NA,NA
LOPEZ PASCACIO,1980,5,MTH,T,FM,G3,300000,NA,37.475710187841216,train,NA,NA
LOPEZ PASCACIO,1870,5,MTH,T,FM,G3,150000,NA,37.459602389579864,train,NA,NA
ALVARADO JUNIOR,1870,5,BEL,T,FM,G3,175000,NA,37.62911952779144,train,NA,NA
LOPEZ PASCACIO,1980,5,TAM,T,FM,G2,225000,NA,37.72354694485842,train,NA,NA
LOPEZ PASCACIO,1870,5,TAM,T,FM,G3,175000,NA,38.219424460431654,train,NA,NA
ZAYAS EDGARD J,1870,5,GP,D,FT,N,100000,NA,38.048343777976726,train,NA,NA
CHEMINAUD VINCENT,1980,5,CNL,t,FM,N,200000,NA,37.16278216186456,train,NA,NA
CHEMINAUD VINCENT,1870,5,ELP,T,FM,AO,62000,NA,38.326653306613224,train,NA,NA
CANNON DECLAN,1760,5,IND,T,FM,A,36000,NA,37.93067116215362,train,NA,NA
LOPEZ PASCACIO,1760,5,BEL,D,FT,N,150000,NA,35.43655871640909,train,NA,NA
PRAT FLAVIEN,1760,6,BEL,T,FM,G1,500000,NA,37.994722955145114,train,NA,NA
PRAT FLAVIEN,1760,6,CD,T,FM,G2,500000,NA,37.570444583594245,train,NA,NA
ORTIZ IRAD JR,1760,6,GP,T,FM,G3,150000,NA,38.11944091486659,train,NA,NA
PRAT FLAVIEN,1760,6,BEL,T,FM,G1,500000,NA,38.49443969204448,train,NA,NA
PRAT FLAVIEN,1760,6,CD,T,FM,G2,500000,NA,36.93444136657433,train,NA,NA
*PASQUIER S,1750,6,STC,T,HY,N,59088,NA,32.29762207475823,train,NA,NA
*PASQUIER S,1750,6,STC,T,HY,N,60119,NA,32.19015696533682,train,NA,NA
*PASQUIER S,1531,6,LCH,T,HY,G1,405851,NA,37.347536184745486,train,NA,NA
*PASQUIER S,1531,6,LCH,T,TF,G3,94486,NA,38.86312868070129,train,NA,NA
*PASQUIER S,1750,6,DVL,T,SF,G1,356538,NA,37.345283824157065,train,NA,NA
MARTINEZ JOEY R,2420,7,SAR,t,FM,A,149500,NA,35.83840139009557,train,NA,NA
MARTINEZ JOEY R,2200,7,BEL,t,YL,A,95000,NA,36.33427533306419,train,NA,NA
MARTINEZ JOEY R,1870,7,BEL,t,FM,A,95000,NA,35.53181607059916,train,NA,NA
SAMUEL JALON L,1540,7,BEL,T,FM,A,95000,NA,37.580529706513964,train,NA,NA
SAMUEL JALON L,1320,7,AQU,t,FM,A,82000,NA,39.028620988725066,train,NA,NA
*HALPING P,2200,7,NAS,T,YL,G3,64442,NA,32.20035778175313,train,NA,NA
*ROCHE L F,2200,7,NVN,T,TF,N,48218,NA,35.131548130220935,train,NA,NA
*HALPING P,1760,7,CGH,T,YL,G3,70742,NA,33.24406685751223,train,NA,NA
*HALPING P,1760,7,DUD,D,FT,N,38841,NA,36.18090452261306,train,NA,NA
*HALPING P,1760,7,DUD,D,FT,S,15763,NA,35.92097385751347,train,NA,NA
ORTIZ JOSE L,1760,8,SAR,t,FM,N,135000,NA,38.306022557991064,train,NA,NA
ORTIZ JOSE L,1760,8,BEL,T,FM,N,150000,NA,38.27344248352116,train,NA,NA
PRAT FLAVIEN,1760,8,KEE,T,FM,G1,750000,NA,38.35499680375026,train,NA,NA
ORTIZ JOSE L,1870,8,SAR,T,TF,G2,400000,NA,37.17201166180758,train,NA,NA
ORTIZ JOSE L,1980,8,SAR,T,FM,G1,500000,NA,38.472499287546306,train,NA,NA
ORTIZ JOSE L,1870,8,PIM,T,FM,G3,150000,NA,37.72189349112426,train,NA,NA
DAVIS DYLAN,1760,8,AQU,T,FM,N,100000,NA,37.84693019343987,train,NA,NA
ORTIZ JOSE L,1980,8,KEE,T,YL,G1,500000,NA,36.95255474452555,train,NA,NA
ORTIZ JOSE L,1870,8,SAR,t,YL,G2,200000,NA,35.91886562118509,train,NA,NA
ORTIZ JOSE L,1760,8,SAR,t,FM,G3,150000,NA,37.26322326881276,train,NA,NA
GAFFALIONE TYLER,1980,9,MTH,T,FM,G3,300000,NA,37.33751267631603,train,NA,NA
GAFFALIONE TYLER,1760,9,KEE,T,TF,A,140000,NA,37.367656217562796,train,NA,NA
LEPAROUX JULIEN R,1980,9,TAM,T,FM,G2,225000,NA,37.53475440222428,train,NA,NA
BESCHIZZA ADAM,1870,9,CD,T,FM,G3,200000,NA,36.94581280788177,train,NA,NA
BESCHIZZA ADAM,1870,9,KEE,T,FM,A,130000,NA,37.19731595837791,train,NA,NA
BESCHIZZA ADAM,1870,9,FG,T,FM,N,100000,NA,36.637931034482754,train,NA,NA
SAEZ LUIS,1870,9,AQU,T,TF,N,150000,NA,36.33859015770473,train,NA,NA
SAEZ LUIS,2090,9,SAR,T,FM,G3,700000,NA,37.13516330785267,train,NA,NA
BESCHIZZA ADAM,2200,9,BEL,t,TF,G1,700000,NA,36.272771239722715,train,NA,NA
BESCHIZZA ADAM,1980,9,CD,T,TF,G3,150000,NA,36.47991352909386,train,NA,NA
VELAZQUEZ J R,1760,10,SAR,D,FT,AO,149500,NA,36.440935317339815,train,NA,NA
VELAZQUEZ J R,1540,10,SAR,D,FT,R,70000,NA,36.83779674891826,train,NA,NA
GOMEZ JOSE ANTONIO,1760,10,BEL,D,FT,C,45000,40000,37.048471750540294,train,NA,NA
MCCARTHY TREVOR,1980,10,AQU,D,FT,AO,82000,NA,33.66303715401878,train,NA,NA
GOMEZ JOSE ANTONIO,1760,10,AQU,T,FM,A,82000,NA,37.03322703425574,train,NA,NA
PENNINGTON F,1760,10,AQU,D,FT,AO,82000,NA,36.13006824568446,train,NA,NA
CARMOUCHE K,1980,10,AQU,D,FT,AO,82000,NA,35.08923929994802,train,NA,NA
FRANCO MANUEL,1760,10,AQU,D,FT,S,85000,NA,35.824460145288086,train,NA,NA
FRANCO MANUEL,1760,10,BAQ,D,FT,S,95000,NA,35.02626970227671,train,NA,NA
FRANCO MANUEL,1760,10,AQU,D,FT,S,80000,NA,34.081226924169265,train,NA,NA
ORTIZ JOSE L,1760,1,BEL,T,FM,S,90000,NA,37.7992440151197,train,NA,NA
GAFFALIONE TYLER,1870,1,PIM,T,FM,S,58500,NA,37.3170731707317,train,NA,NA
Other,1870,1,GP,D,FT,S,84000,NA,36.0542935243661,train,NA,NA
GAFFALIONE TYLER,1760,1,GP,D,FT,S,84000,NA,36.10470364055762,train,NA,NA
GAFFALIONE TYLER,1430,1,KEE,D,FT,S,100000,NA,36.79245283018868,train,NA,NA
ORTIZ IRAD JR,2420,2,SAR,t,FM,S,136500,NA,36.42920223726818,train,NA,NA
JUAREZ NIK,1870,2,MTH,T,FM,S,55850,NA,37.51103265666372,train,NA,NA
FRANCO MANUEL,1870,3,SAR,T,FM,M,52000,40000,37.51471165162809,train,NA,NA
ORTIZ IRAD JR,2090,3,GP,D,FT,S,84000,NA,36.37369182336424,train,NA,NA
LANDEROS CHRIS,2200,3,TP,D,FT,S,70000,NA,35.64921175631783,train,NA,NA
VELAZQUEZ J R,1980,3,KEE,T,FM,S,100000,NA,36.62838021163064,train,NA,NA
TOLEDO JEVIAN,2200,3,CNL,t,FM,S,60000,NA,36.44314868804664,train,NA,NA
JIMENEZ ALBIN,1870,3,MTH,T,FM,S,55000,NA,36.543422184006886,train,NA,NA
FRANCO MANUEL,2420,3,SAR,t,FM,S,105000,NA,35.66025502485411,train,NA,NA
CANNON DECLAN,1760,4,IND,T,FM,S,34000,NA,36.74969375255207,train,NA,NA
ORTIZ IRAD JR,1100,4,GP,T,FM,S,84000,NA,39.239623299616326,train,NA,NA
JARAMILLO E,1830,4,GP,D,FT,S,84000,NA,36.802495508620765,train,NA,NA
ORTIZ JOSE L,1650,4,GP,T,FM,S,84000,NA,37.54171301446051,train,NA,NA
JARAMILLO E,1100,4,GP,D,FT,S,70000,NA,39.287585123101096,train,NA,NA
ORTIZ IRAD JR,1760,5,SAR,D,FT,S,136500,NA,35.68596352101507,train,NA,NA
ORTIZ JOSE L,1760,6,SAR,D,FT,S,136500,NA,36.00720144028805,train,NA,NA
BEJARANO R,1870,6,ELP,T,FM,S,120000,NA,36.59236582799196,train,NA,NA
GEROUX FLORENT,2200,6,CD,D,FT,S,120000,NA,35.7540123947243,train,NA,NA
CABRERA DAVID,1760,6,OP,D,FT,S,90000,NA,36.2610797743755,train,NA,NA
BEJARANO R,1870,6,OP,D,GD,S,90000,NA,36.20102214650767,train,NA,NA
TORRES CRISTIAN A,1760,6,OP,D,GD,S,90000,NA,35.55906756222837,train,NA,NA
TORRES CRISTIAN A,1760,6,OP,D,FT,S,90000,NA,36.32327716678438,train,NA,NA
TORRES CRISTIAN A,1320,6,OP,D,FT,S,90000,NA,37.437603993344425,train,NA,NA
GEROUX FLORENT,1430,6,KEE,D,FT,S,100000,NA,37.19954215948111,train,NA,NA
GOMEZ JOSE ANTONIO,1320,6,BAQ,D,FT,S,95000,NA,37.0522848909016,train,NA,NA
TORRES JAIME A,1980,7,SAR,D,FT,S,136500,NA,35.61378825184664,train,NA,NA
CARMOUCHE K,1540,7,SAR,D,FT,S,136500,NA,36.89820780133536,train,NA,NA
SAEZ GABRIEL,1870,7,CD,D,FT,S,120000,NA,36.630913618080825,train,NA,NA
VAZQUEZ R A,2200,7,CD,D,FT,S,120000,NA,35.93101245608432,train,NA,NA
GAFFALIONE TYLER,1760,7,OP,D,FT,S,90000,NA,35.946080878681975,train,NA,NA
CABRERA DAVID,1870,7,OP,D,SY,S,90000,NA,35.85825442954907,train,NA,NA
ORTIZ IRAD JR,1760,8,SAR,D,SY,M,60000,75000,36.09384399438541,train,NA,NA
LANDEROS CHRIS,1980,8,ELP,D,FT,S,120000,NA,35.52943240635144,train,NA,NA
LANDEROS CHRIS,1870,8,CD,D,FT,S,120000,NA,36.81778804504764,train,NA,NA
LEPAROUX JULIEN R,2090,8,KEE,T,FM,S,100000,NA,37.1125965795642,train,NA,NA
LEPAROUX JULIEN R,1870,8,GP,T,FM,S,84000,NA,37.58474992630441,train,NA,NA
SAEZ LUIS,2420,9,SAR,t,FM,S,136500,NA,36.52866947088776,train,NA,NA
CARRASCO VICTOR R,1980,9,LRL,T,FM,S,54280,NA,37.09810387469085,train,NA,NA
CARRASCO VICTOR R,1870,9,PIM,T,FM,S,58500,NA,37.37176355642404,train,NA,NA
CARRASCO VICTOR R,1760,9,LRL,T,FM,S,52600,NA,37.914691943127956,train,NA,NA
VELAZQUEZ J R,1540,10,SAR,D,FT,S,136500,NA,37.30901338386829,train,NA,NA
FRANCO MANUEL,1210,9,SAR,D,FT,S,136500,NA,36.92376547814411,train,NA,NA
LANERIE C J,1760,11,ELP,T,FM,S,70000,NA,36.511156186612574,train,NA,NA
PRAT FLAVIEN,1870,12,SAR,t,TF,S,136500,NA,35.79114812388884,train,NA,NA
DAVIS DYLAN,1870,13,SAR,t,TF,S,136500,NA,35.584705554005026,train,NA,NA
FRANCO MANUEL,1870,14,SAR,t,TF,S,136500,NA,35.86497890295358,train,NA,NA
ORTIZ IRAD JR,1870,15,SAR,t,FM,S,136500,NA,36.62389888931444,train,NA,NA
PRAT FLAVIEN,1430,16,SAR,D,SY,S,136500,NA,37.38496932515338,train,NA,NA
HERNANDEZ MORENO OMAR,1430,1,SAR,D,FT,C,45000,25000,36.54879420217418,train,NA,NA
HERNANDEZ MORENO OMAR,1760,1,SAR,D,GD,C,45000,25000,35.59070687098368,train,NA,NA
HERNANDEZ MORENO OMAR,1540,1,BEL,D,FT,C,28000,16000,36.08247422680412,train,NA,NA
HERNANDEZ MORENO OMAR,1320,1,BEL,D,GD,C,37000,25000,36.794766966475876,train,NA,NA
HERNANDEZ MORENO OMAR,1540,1,AQU,D,FT,C,28000,16000,36.67908709827667,train,NA,NA
HERNANDEZ MORENO OMAR,1430,1,AQU,D,FT,C,28000,16000,36.24984508613211,train,NA,NA
HERNANDEZ MORENO OMAR,1320,1,AQU,D,FT,C,28000,16000,36.13974032927319,train,NA,NA
HERNANDEZ MORENO OMAR,1320,1,AQU,D,FT,C,28000,16000,36.25621055458574,train,NA,NA
HUAYAS GHERSON (JASON),1430,1,AQU,D,GD,C,28000,16000,35.70556640625,train,NA,NA
HERNANDEZ MORENO OMAR,1760,1,BAQ,D,FT,C,37000,25000,34.7054853947749,train,NA,NA
ORTIZ IRAD JR,1320,2,SAR,D,FT,C,35000,16000,36.93570451436389,train,NA,NA
ORTIZ IRAD JR,1210,2,SAR,T,FM,C,50000,35000,38.97637795275591,train,NA,NA
HERNANDEZ MORENO OMAR,1760,2,BEL,D,FT,C,45000,40000,35.967629133779596,train,NA,NA
ORTIZ IRAD JR,1320,2,BEL,D,MY,R,65000,NA,36.82990042286182,train,NA,NA
ORTIZ JOSE L,1430,2,BEL,D,SY,R,65000,NA,36.98318371475534,train,NA,NA
CASTELLANO J J,1320,2,AQU,t,FM,R,55000,NA,38.604518158421506,train,NA,NA
FRANKO-ANGELES GEOVANNI,1320,2,SA,T,FM,C,37000,32000,38.68749104456226,train,NA,NA
CEDILLO ABEL,1210,2,SA,T,TF,CO,40000,50000,38.89674681753889,train,NA,NA
CEDILLO ABEL,1320,2,LRC,D,FT,AO,48000,NA,37.89473684210526,train,NA,NA
Other,1100,2,GG,T,FM,AO,31000,NA,38.12267028126058,train,NA,NA
LEZCANO JOSE,1320,3,BEL,D,FT,C,70000,40000,37.41166689760288,train,NA,NA
LEZCANO JOSE,1540,3,BEL,D,SY,C,70000,40000,36.68335856527309,train,NA,NA
VARGAS JORGE A JR,1320,3,AQU,D,SY,AO,72000,NA,35.61065681878133,train,NA,NA
LEZCANO JOSE,1430,3,AQU,D,FT,S,70000,NA,36.05769230769231,train,NA,NA
CARMOUCHE K,1540,3,AQU,D,FT,S,70000,NA,36.10315186246419,train,NA,NA
