horseName,raceDate,raceNum,horseAgeInDays,jockey,trainer,weight,raceDist,postPosition,track,surface,trackCondition,raceType,purse,finishPosition,adamSpeedInMPH,dataType,adamSpeedInMPHLag1,jockeyLag1,oddsLag1,weightLag1,raceDistLag1,surfaceLag1,purseLag1,raceTypeLag1,trackConditionLag1,finishPositionLag1
A LISTER,2023-06-18T00:00:00Z,NA,1495,GREENIDGE ELIJAH,PRINGLE EDMUND,119,1320,11,BEL,t,FM,M,45000,11,37.65165248919259,train,0,Other,300,0,3000,Other,0,Other,Other,300
A LISTER,2022-11-06T00:00:00Z,NA,1271,HARKIE HEMAN K,PRINGLE EDMUND,121,1870,3,AQU,t,FM,M,45000,12,36.38006467567054,train,37.65165248919259,GREENIDGE ELIJAH,300,119,1320,t,45000,M,FM,300
A LISTER,2022-10-07T00:00:00Z,NA,1241,CASTILLO AMIN,PRINGLE EDMUND,121,1320,5,BAQ,D,FT,M,45000,7,35.202086049543674,train,36.38006467567054,HARKIE HEMAN K,300,121,1870,t,45000,M,FM,300
A LISTER,2022-09-24T00:00:00Z,NA,1228,CASTILLO AMIN,PRINGLE EDMUND,120,1870,3,BAQ,t,FM,S,77000,6,36.651973936374084,train,35.202086049543674,CASTILLO AMIN,300,121,1320,D,45000,M,FT,300
A LISTER,2022-05-06T00:00:00Z,NA,1087,HARKIE HEMAN K,DAVIS ROBBIE G,119,1760,2,BEL,D,SY,S,75000,5,35.25954946131244,train,36.651973936374084,CASTILLO AMIN,300,120,1870,t,77000,S,FM,300
A LISTER,2022-04-22T00:00:00Z,NA,1073,DAVIS JACQUELINE A,DAVIS ROBBIE G,118,1870,9,AQU,T,FM,M,43000,12,35.73430493273543,train,35.25954946131244,HARKIE HEMAN K,300,119,1760,D,75000,S,SY,300
A LISTER,2022-03-19T00:00:00Z,NA,1039,DAVIS JACQUELINE A,DAVIS ROBBIE G,120,1430,5,AQU,D,FT,S,70000,13,35.41590991645477,train,35.73430493273543,DAVIS JACQUELINE A,300,118,1870,T,43000,M,FM,300
A LISTER,2022-02-12T00:00:00Z,NA,1004,DAVIS JACQUELINE A,DAVIS ROBBIE G,120,1320,4,AQU,D,FT,S,70000,8,34.553365753775275,train,35.41590991645477,DAVIS JACQUELINE A,300,120,1430,D,70000,S,FT,300
A TRUE GIANT,2018-04-11T00:00:00Z,NA,1092,ORTIZ IRAD JR,RODRIGUEZ RUDY R,117,1430,8,AQU,D,FT,S,62000,1,37.119289340101524,train,0,Other,300,0,3000,Other,0,Other,Other,300
ABSOLUTE CONTROL,2023-08-30T00:00:00Z,7,1232,CASTELLANO J J,WEAVER GEORGE,118,1980,5,SAR,T,YL,S,136500,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
ACCEPT THE OUTCOME,2023-06-10T00:00:00Z,NA,1151,ORTIZ IRAD JR,BROWN CHAD C,118,1320,5,BEL,t,FM,S,90000,7,38.46153846153846,train,0,Other,300,0,3000,Other,0,Other,Other,300
ACCEPT THE OUTCOME,2023-04-15T00:00:00Z,NA,1095,MCCARTHY TREVOR,BROWN CHAD C,118,1320,6,AQU,t,FM,S,80000,2,39.21568627450981,train,38.46153846153846,ORTIZ IRAD JR,300,118,1320,t,90000,S,FM,300
ACCEPT THE OUTCOME,2023-02-16T00:00:00Z,NA,1037,ORTIZ IRAD JR,BROWN CHAD C,118,1650,2,GP,T,FM,S,84000,4,36.94985767462229,train,39.21568627450981,MCCARTHY TREVOR,300,118,1320,t,80000,S,FM,300
ACOUSTIC AVE,2023-07-16T00:00:00Z,NA,1247,FRANCO MANUEL,CLEMENT CHRISTOPHE,118,1210,6,SAR,D,SY,N,175000,4,38.218035824583076,train,0,Other,300,0,3000,Other,0,Other,Other,300
ACOUSTIC AVE,2023-06-26T00:00:00Z,NA,1227,DAVILA J R JR,CLEMENT CHRISTOPHE,124,1320,5,FL,D,FT,N,50000,2,36.890285558136355,train,38.218035824583076,FRANCO MANUEL,300,118,1210,D,175000,N,SY,300
ACOUSTIC AVE,2022-11-25T00:00:00Z,NA,1014,FRANCO MANUEL,CLEMENT CHRISTOPHE,122,1320,3,AQU,D,FT,N,100000,1,36.644951140065146,train,36.890285558136355,DAVILA J R JR,300,124,1320,D,50000,N,FT,300
ACOUSTIC AVE,2022-10-17T00:00:00Z,NA,975,FRANCO MANUEL,CLEMENT CHRISTOPHE,122,1320,3,FL,D,FT,N,158579,1,37.614934522151025,train,36.644951140065146,FRANCO MANUEL,300,122,1320,D,100000,N,FT,300
ACOUSTIC AVE,2022-09-26T00:00:00Z,NA,954,FRANCO MANUEL,CLEMENT CHRISTOPHE,121,1210,4,FL,D,SY,N,97854,1,37.797800855222974,train,37.614934522151025,FRANCO MANUEL,300,122,1320,D,158579,N,FT,300
ACOUSTIC AVE,2022-08-26T00:00:00Z,NA,923,FRANCO MANUEL,CLEMENT CHRISTOPHE,122,1430,1,SAR,D,MY,N,200000,3,36.54879420217418,train,37.797800855222974,FRANCO MANUEL,300,121,1210,D,97854,N,SY,300
ACOUSTIC AVE,2022-07-29T00:00:00Z,NA,895,FRANCO MANUEL,CLEMENT CHRISTOPHE,119,1320,7,SAR,D,FT,S,88000,1,37.432413697490645,train,36.54879420217418,FRANCO MANUEL,300,122,1430,D,200000,N,MY,300
ADELIESE'S SMILE,2023-07-08T00:00:00Z,NA,1179,CASTELLANO J J,JIMENEZ JOSE L,118,1430,4,BEL,D,FT,G3,175000,8,37.18062793949409,train,0,Other,300,0,3000,Other,0,Other,Other,300
ADELIESE'S SMILE,2023-06-23T00:00:00Z,NA,1164,ALVARADO JUNIOR,JIMENEZ JOSE L,120,1430,4,BEL,D,FT,A,95000,2,37.790697674418595,train,37.18062793949409,CASTELLANO J J,300,118,1430,D,175000,G3,FT,300
ADELIESE'S SMILE,2023-02-04T00:00:00Z,NA,1025,REYES LEONEL,JIMENEZ JOSE L,118,1540,9,GP,D,FT,G3,125000,9,35.64961521050249,train,37.790697674418595,ALVARADO JUNIOR,300,120,1430,D,95000,A,FT,300
ADELIESE'S SMILE,2023-01-05T00:00:00Z,NA,995,REYES LEONEL,JIMENEZ JOSE L,118,1760,2,GP,D,FT,S,84000,1,36.80605255086392,train,35.64961521050249,REYES LEONEL,300,118,1540,D,125000,G3,FT,300
ADELIESE'S SMILE,2022-12-18T00:00:00Z,NA,977,REYES LEONEL,JIMENEZ JOSE L,118,1100,3,GP,D,FT,S,70000,6,38.97453663606444,train,36.80605255086392,REYES LEONEL,300,118,1760,D,84000,S,FT,300
ADELIESE'S SMILE,2022-11-11T00:00:00Z,NA,940,BEATO INOEL,JIMENEZ JOSE L,118,1760,2,GP,D,FT,S,50000,3,35.65415469941566,train,38.97453663606444,REYES LEONEL,300,118,1100,D,70000,S,FT,300
ADELIESE'S SMILE,2022-10-14T00:00:00Z,NA,912,BEATO INOEL,JIMENEZ JOSE L,118,1320,4,GP,D,FT,S,50000,5,36.48648648648649,train,35.65415469941566,BEATO INOEL,300,118,1760,D,50000,S,FT,300
ADMIRALTY PIER,2018-04-06T00:00:00Z,NA,1118,SAEZ LUIS,MINSHALL BARBARA J,118,1870,5,KEE,T,YL,G3,150000,3,35.94924812030075,train,0,Other,300,0,3000,Other,0,Other,Other,300
ADMIRALTY PIER,2017-12-02T00:00:00Z,NA,993,CONTRERAS LUIS,MINSHALL BARBARA J,115,1870,6,WO,D,FT,N,100000,1,36.59586681974742,train,35.94924812030075,SAEZ LUIS,300,118,1870,T,150000,G3,YL,300
ADMIRALTY PIER,2017-11-11T00:00:00Z,NA,972,CONTRERAS LUIS,MINSHALL BARBARA J,122,1540,7,WO,D,FT,AO,61000,2,38.10791192838133,train,36.59586681974742,CONTRERAS LUIS,300,115,1870,D,100000,N,FT,300
ADMIRALTY PIER,2017-10-08T00:00:00Z,NA,938,SAEZ LUIS,MINSHALL BARBARA J,118,1870,12,KEE,D,SY,G3,250000,4,36.08490566037736,train,38.10791192838133,CONTRERAS LUIS,300,122,1540,D,61000,AO,FT,300
ADMIRALTY PIER,2017-09-17T00:00:00Z,NA,917,CONTRERAS LUIS,MINSHALL BARBARA J,122,1760,4,WO,T,FM,G2,200000,3,37.958667229017294,train,36.08490566037736,SAEZ LUIS,300,118,1870,D,250000,G3,SY,300
ADMIRALTY PIER,2017-08-06T00:00:00Z,NA,875,CONTRERAS LUIS,MINSHALL BARBARA J,120,1430,1,WO,T,FM,S,61000,1,37.351551525986466,train,37.958667229017294,CONTRERAS LUIS,300,122,1760,T,200000,G2,FM,300
AFLEET DOMINATION,2018-05-10T00:00:00Z,NA,1910,Other,Other,120,1870,4,PIM,D,FT,C,23000,4,35.63443264393516,train,0,Other,300,0,3000,Other,0,Other,Other,300
AFLEET DOMINATION,2018-04-20T00:00:00Z,NA,1890,Other,Other,117,1430,3,CT,D,FT,C,13500,2,35.86756591048437,train,35.63443264393516,Other,300,120,1870,D,23000,C,FT,300
AFLEET DOMINATION,2018-03-18T00:00:00Z,NA,1857,GONZALEZ EDWIN,MAGEE KIERON,116,1760,8,LRL,D,FT,C,19000,11,35.63298030288033,train,35.86756591048437,Other,300,117,1430,D,13500,C,FT,300
AFLEET DOMINATION,2017-01-27T00:00:00Z,NA,1442,Other,Other,115,1760,6,SA,D,FT,C,30000,6,36.633764119263255,train,35.63298030288033,GONZALEZ EDWIN,300,116,1760,D,19000,C,FT,300
AFLEET DOMINATION,2017-01-13T00:00:00Z,NA,1428,VAN DYKE DRAYDEN,BECERRA RAFAEL,124,1760,6,SA,D,MY,C,20000,2,36.429872495446276,train,36.633764119263255,Other,300,115,1760,D,30000,C,FT,300
AFLEET DOMINATION,2017-01-01T00:00:00Z,NA,1416,VAN DYKE DRAYDEN,BECERRA RAFAEL,122,1540,2,SA,D,WF,C,29000,4,38.283908604764214,train,36.429872495446276,VAN DYKE DRAYDEN,300,124,1760,D,20000,C,MY,300
AFLEET DOMINATION,2016-12-11T00:00:00Z,NA,1395,GONZALEZ SANTIAGO,BECERRA RAFAEL,122,1870,1,LRC,D,FT,R,27000,6,36.60637381567614,train,38.283908604764214,VAN DYKE DRAYDEN,300,122,1540,D,29000,C,WF,300
AFLEET DOMINATION,2016-11-20T00:00:00Z,NA,1374,Other,BECERRA RAFAEL,118,1760,7,DMR,T,FM,C,36000,5,37.842951750236516,train,36.60637381567614,GONZALEZ SANTIAGO,300,122,1870,D,27000,R,FT,300
AFLEET DOMINATION,2016-10-20T00:00:00Z,NA,1343,Other,BECERRA RAFAEL,119,1760,2,SA,T,FM,C,40000,5,38.27751196172248,train,37.842951750236516,Other,300,118,1760,T,36000,C,FM,300
AFLEET DOMINATION,2016-09-10T00:00:00Z,NA,1303,Other,BECERRA RAFAEL,117,1760,2,LRC,D,FT,C,26000,4,37.19392499225127,train,38.27751196172248,Other,300,119,1760,T,40000,C,FM,300
AGAINST THE WIN,2017-11-20T00:00:00Z,NA,2442,ACOSTA J D,MCMAHON HUGH I,116,1210,5,LRL,T,TF,C,23000,3,37.90199081163859,train,0,Other,300,0,3000,Other,0,Other,Other,300
AGAINST THE WIN,2017-10-22T00:00:00Z,NA,2413,DAVIS KATIE,MCMAHON HUGH I,122,1210,4,LRL,T,FM,C,18000,1,39.68890314304041,train,37.90199081163859,ACOSTA J D,300,116,1210,T,23000,C,TF,300
AGAINST THE WIN,2017-09-23T00:00:00Z,NA,2384,Other,MCMAHON HUGH I,123,1100,3,DEL,T,FM,C,17000,3,38.83327580255437,train,39.68890314304041,DAVIS KATIE,300,122,1210,T,18000,C,FM,300
AGAINST THE WIN,2017-09-09T00:00:00Z,NA,2370,DAVIS KATIE,MCMAHON HUGH I,122,1210,2,LRL,T,TF,C,18000,1,36.85778108711838,train,38.83327580255437,Other,300,123,1100,T,17000,C,FM,300
AGAINST THE WIN,2017-07-19T00:00:00Z,NA,2318,CONNER TYLER,MCMAHON DEMELZA,121,1100,7,PEN,T,FM,C,19000,1,38.61335163892225,train,36.85778108711838,DAVIS KATIE,300,122,1210,T,18000,C,TF,300
AGAINST THE WIN,2017-07-07T00:00:00Z,NA,2306,CONNER TYLER,MCMAHON DEMELZA,119,1100,6,PEN,D,GD,C,21900,4,38.08395396073121,train,38.61335163892225,CONNER TYLER,300,121,1100,T,19000,C,FM,300
AGAINST THE WIN,2017-06-09T00:00:00Z,NA,2278,LYNCH FEARGAL,MCMAHON HUGH I,120,1210,1,LRL,T,FM,C,27000,5,39.97093023255814,train,38.08395396073121,CONNER TYLER,300,119,1100,D,21900,C,GD,300
AGAINST THE WIN,2017-04-29T00:00:00Z,NA,2237,BOYCE FOREST,MCMAHON HUGH I,120,1210,2,LRL,T,FM,C,30000,3,39.720751083293216,train,39.97093023255814,LYNCH FEARGAL,300,120,1210,T,27000,C,FM,300
AGAINST THE WIN,2017-04-14T00:00:00Z,NA,2222,BOYCE FOREST,MCMAHON HUGH I,120,1210,3,LRL,T,FM,R,25000,2,40.0355871886121,train,39.720751083293216,BOYCE FOREST,300,120,1210,T,30000,C,FM,300
AGAINST THE WIN,2017-01-22T00:00:00Z,NA,2140,MCCARTHY TREVOR,NESS JAMIE,120,1320,1,LRL,D,GD,C,18000,6,37.292817679558006,train,40.0355871886121,BOYCE FOREST,300,120,1210,T,25000,R,FM,300
AGGREGATION,2023-05-11T00:00:00Z,NA,1487,FRANCO MANUEL,BROWN CHAD C,122,1760,1,BEL,D,FT,AO,85000,4,36.96857670979668,train,0,Other,300,0,3000,Other,0,Other,Other,300
AGGREGATION,2022-07-18T00:00:00Z,NA,1190,FRANCO MANUEL,BROWN CHAD C,124,1870,1,FL,D,GD,N,150000,3,35.74766355140187,train,36.96857670979668,FRANCO MANUEL,300,122,1760,D,85000,AO,FT,300
AGGREGATION,2022-05-30T00:00:00Z,NA,1141,FRANCO MANUEL,BROWN CHAD C,118,1760,1,BEL,D,FT,A,80000,1,36.870135190495695,train,35.74766355140187,FRANCO MANUEL,300,124,1870,D,150000,N,GD,300
AGGREGATION,2022-04-16T00:00:00Z,NA,1097,FRANCO MANUEL,BROWN CHAD C,118,1540,1,AQU,D,FT,S,70000,1,37.62092439985668,train,36.870135190495695,FRANCO MANUEL,300,118,1760,D,80000,A,FT,300
AGGREGATION,2021-08-12T00:00:00Z,NA,850,ORTIZ JOSE L,BROWN CHAD C,119,1320,1,SAR,D,FT,S,85000,5,37.011651816312536,train,37.62092439985668,FRANCO MANUEL,300,118,1540,D,70000,S,FT,300
AIR SHOW,2023-08-30T00:00:00Z,6,1994,TORRES JAIME A,RODRIGUEZ RUDY R,115,1540,2,SAR,D,MY,C,36000,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
AIR SHOW,2023-08-19T00:00:00Z,NA,1983,TORRES JAIME A,RODRIGUEZ RUDY R,115,1320,8,SAR,D,FT,C,42000,5,37.55215577190542,train,999,TORRES JAIME A,300,115,1540,D,36000,C,MY,300
AIR SHOW,2023-07-22T00:00:00Z,NA,1955,ALVARADO JUNIOR,RODRIGUEZ RUDY R,120,1320,3,SAR,D,FT,C,60000,8,37.27222528989509,train,37.55215577190542,TORRES JAIME A,300,115,1320,D,42000,C,FT,300
AIR SHOW,2023-07-08T00:00:00Z,NA,1941,SAEZ LUIS,RODRIGUEZ RUDY R,124,1540,9,BEL,T,FM,A,95000,11,37.023977433004234,train,37.27222528989509,ALVARADO JUNIOR,300,120,1320,D,60000,C,FT,300
AIR SHOW,2023-04-29T00:00:00Z,NA,1871,GOMEZ JOSE ANTONIO,RODRIGUEZ RUDY R,126,1320,3,AQU,D,SY,R,55000,1,38.19493563446032,train,37.023977433004234,SAEZ LUIS,300,124,1540,T,95000,A,FM,300
AIR SHOW,2023-03-26T00:00:00Z,NA,1837,TORRES JAIME A,RODRIGUEZ RUDY R,116,1320,6,AQU,D,FT,C,44000,4,36.93570451436389,train,38.19493563446032,GOMEZ JOSE ANTONIO,300,126,1320,D,55000,R,SY,300
AIR SHOW,2023-02-25T00:00:00Z,NA,1808,TORRES JAIME A,RODRIGUEZ RUDY R,123,1540,3,AQU,D,FT,C,44000,2,37.080635668040024,train,36.93570451436389,TORRES JAIME A,300,116,1320,D,44000,C,FT,300
AIR SHOW,2023-01-21T00:00:00Z,NA,1773,HUAYAS GHERSON (JASON),RODRIGUEZ RUDY R,116,1760,4,AQU,D,FT,C,44000,6,35.325287017957024,train,37.080635668040024,TORRES JAIME A,300,123,1540,D,44000,C,FT,300
AIR SHOW,2022-12-18T00:00:00Z,NA,1739,LEZCANO JOSE,RODRIGUEZ RUDY R,123,1980,9,AQU,D,GD,R,55000,8,31.571562207670716,train,35.325287017957024,HUAYAS GHERSON (JASON),300,116,1760,D,44000,C,FT,300
AIR SHOW,2022-11-12T00:00:00Z,NA,1703,LEZCANO JOSE,RODRIGUEZ RUDY R,121,1760,1,AQU,D,GD,C,37000,1,36.2282378987622,train,31.571562207670716,LEZCANO JOSE,300,123,1980,D,55000,R,GD,300
AIR SHOW,2022-09-24T00:00:00Z,NA,1654,GOMEZ JOSE ANTONIO,RODRIGUEZ RUDY R,117,1760,1,BAQ,D,FT,C,45000,5,35.611831041646056,train,36.2282378987622,LEZCANO JOSE,300,121,1760,D,37000,C,GD,300
AKAYLA,2022-10-22T00:00:00Z,NA,951,ORTIZ IRAD JR,BROWN CHAD C,119,1870,4,BAQ,t,FM,S,95000,2,36.52946232451533,train,0,Other,300,0,3000,Other,0,Other,Other,300
AKAYLA,2022-08-28T00:00:00Z,NA,896,ORTIZ IRAD JR,BROWN CHAD C,119,1870,7,SAR,t,FM,S,105000,9,35.932362611554716,train,36.52946232451533,ORTIZ IRAD JR,300,119,1870,t,95000,S,FM,300
ALBEDO,2023-07-16T00:00:00Z,NA,881,FRANCO MANUEL,SERPE PHILIP M,119,1210,3,SAR,D,SY,S,88000,6,36.8632707774799,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALMOREB,2018-02-13T00:00:00Z,NA,1400,HERNANDEZ B J JR,HOWARD NEIL J,123,1870,1,FG,T,TF,S,38000,4,35.868342085521384,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALMOREB,2018-01-01T00:00:00Z,NA,1357,HERNANDEZ B J JR,HOWARD NEIL J,123,1760,4,FG,T,FM,S,38000,8,36.1954554594812,train,35.868342085521384,HERNANDEZ B J JR,300,123,1870,T,38000,S,TF,300
ALMOREB,2017-11-23T00:00:00Z,NA,1318,ROCCO J S JR,PEITZ DAN C,118,1870,7,CD,T,YL,S,60000,6,35.14978864179379,train,36.1954554594812,HERNANDEZ B J JR,300,123,1760,T,38000,S,FM,300
ALMOREB,2017-11-11T00:00:00Z,NA,1306,MENA M,PEITZ DAN C,120,1870,6,CD,D,FT,S,60000,8,34.97622531089978,train,35.14978864179379,ROCCO J S JR,300,118,1870,T,60000,S,YL,300
ALMOREB,2017-10-22T00:00:00Z,NA,1286,MENA M,PEITZ DAN C,118,1870,11,KEE,T,FM,S,65000,3,36.75057647963106,train,34.97622531089978,MENA M,300,120,1870,D,60000,S,FT,300
ALMOREB,2016-11-10T00:00:00Z,NA,940,MENA M,PEITZ DAN C,118,1870,4,CD,T,FM,S,58000,8,35.442920681986664,train,36.75057647963106,MENA M,300,118,1870,T,65000,S,FM,300
ALMOREB,2016-10-13T00:00:00Z,NA,912,MENA M,PEITZ DAN C,118,1870,5,KEE,T,FM,S,60000,5,35.364275147929,train,35.442920681986664,MENA M,300,118,1870,T,58000,S,FM,300
ALMOREB,2016-09-08T00:00:00Z,NA,877,MENA M,PEITZ DAN C,120,1430,3,KD,T,FM,S,130000,5,36.98786039453718,train,35.364275147929,MENA M,300,118,1870,T,60000,S,FM,300
ALMOREB,2016-08-20T00:00:00Z,NA,858,MENA M,PEITZ DAN C,120,1210,2,ELP,D,FT,S,38000,5,37.471612414837246,train,36.98786039453718,MENA M,300,120,1430,T,130000,S,FM,300
ALTERINA,2023-06-15T00:00:00Z,NA,1187,DAVIS KATIE,HENNIG MARK,118,1540,10,BEL,T,FM,M,45000,6,37.09373528026378,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALTERNATE REALITY,2023-07-01T00:00:00Z,NA,1203,DAVIS JACQUELINE A,ENGLEHART CHRIS,118,1760,4,BEL,D,FT,G3,200000,5,36.919290329197004,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALTERNATE REALITY,2023-05-27T00:00:00Z,NA,1168,DAVIS JACQUELINE A,ENGLEHART CHRIS,120,1760,4,BEL,D,FT,AO,95000,1,36.813580120666735,train,36.919290329197004,DAVIS JACQUELINE A,300,118,1760,D,200000,G3,FT,300
ALTERNATE REALITY,2023-04-21T00:00:00Z,NA,1132,DAVIS JACQUELINE A,ENGLEHART CHRIS,118,1540,2,AQU,D,FT,S,80000,1,36.61513425549227,train,36.813580120666735,DAVIS JACQUELINE A,300,120,1760,D,95000,AO,FT,300
ALTERNATE REALITY,2023-03-10T00:00:00Z,NA,1090,DAVIS JACQUELINE A,ENGLEHART CHRIS,118,1980,1,AQU,D,FT,S,80000,4,34.45635528330781,train,36.61513425549227,DAVIS JACQUELINE A,300,118,1540,D,80000,S,FT,300
ALTERNATE REALITY,2023-01-21T00:00:00Z,NA,1042,DAVIS JACQUELINE A,ENGLEHART CHRIS,120,1760,4,AQU,D,FT,S,80000,4,35.49595740485111,train,34.45635528330781,DAVIS JACQUELINE A,300,118,1980,D,80000,S,FT,300
ALTERNATE REALITY,2022-12-29T00:00:00Z,NA,1019,DAVIS JACQUELINE A,ENGLEHART CHRIS,119,1430,1,AQU,D,FT,M,45000,2,36.39870582379294,train,35.49595740485111,DAVIS JACQUELINE A,300,120,1760,D,80000,S,FT,300
ALTERNATIVE ROUTE,2018-03-17T00:00:00Z,NA,1126,MURRILL MITCHELL,STALL ALBERT M JR,118,1870,7,TP,D,FT,N,75000,1,35.95600676818952,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALTERNATIVE ROUTE,2018-02-19T00:00:00Z,NA,1100,MURRILL MITCHELL,STALL ALBERT M JR,119,1830,5,FG,D,FT,AO,43000,6,36.17299785641494,train,35.95600676818952,MURRILL MITCHELL,300,118,1870,D,75000,N,FT,300
ALTERNATIVE ROUTE,2018-01-13T00:00:00Z,NA,1063,MENA M,STALL ALBERT M JR,120,1760,10,FG,D,FT,S,38000,1,36.05408112168253,train,36.17299785641494,MURRILL MITCHELL,300,119,1830,D,43000,AO,FT,300
ALTERNATIVE ROUTE,2017-12-16T00:00:00Z,NA,1035,MENA M,STALL ALBERT M JR,120,1830,2,FG,D,FT,S,41000,5,35.47367151423255,train,36.05408112168253,MENA M,300,120,1760,D,38000,S,FT,300
ALTHENA,2023-08-13T00:00:00Z,NA,850,SANTANA RICARDO JR,Other,119,1320,4,SAR,D,FT,S,83000,10,33.16138540899041,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALWAYS SUNSHINE,2017-07-15T00:00:00Z,NA,1917,SANCHEZ MYCHEL J,ALLARD EDWARD T,120,1320,4,DEL,D,FT,N,50000,2,38.648726023475525,train,0,Other,300,0,3000,Other,0,Other,Other,300
ALWAYS SUNSHINE,2017-07-08T00:00:00Z,NA,1910,FLORES J L,ALLARD EDWARD T,119,1100,10,PRX,T,TF,G3,200000,9,38.52080123266565,train,38.648726023475525,SANCHEZ MYCHEL J,300,120,1320,D,50000,N,FT,300
ALWAYS SUNSHINE,2017-06-11T00:00:00Z,NA,1883,PENNINGTON F,ALLARD EDWARD T,124,1320,3,MTH,D,FT,N,60000,4,38.510911424903725,train,38.52080123266565,FLORES J L,300,119,1100,T,200000,G3,TF,300
ALWAYS SUNSHINE,2017-05-29T00:00:00Z,NA,1870,PENNINGTON F,ALLARD EDWARD T,120,1100,4,MTH,D,SY,AO,42000,1,39.39075630252101,train,38.510911424903725,PENNINGTON F,300,124,1320,D,60000,N,FT,300
ALWAYS SUNSHINE,2016-10-08T00:00:00Z,NA,1637,PENNINGTON F,ALLARD EDWARD T,120,1320,5,PRX,D,FT,A,90000,2,38.17333521843631,train,39.39075630252101,PENNINGTON F,300,120,1100,D,42000,AO,SY,300
ALWAYS SUNSHINE,2016-09-17T00:00:00Z,NA,1616,PENNINGTON F,ALLARD EDWARD T,120,1100,4,PRX,D,FT,N,100000,4,39.021852237252865,train,38.17333521843631,PENNINGTON F,300,120,1320,D,90000,A,FT,300
ALWAYS SUNSHINE,2016-06-26T00:00:00Z,NA,1533,PENNINGTON F,ALLARD EDWARD T,124,1320,5,MTH,D,FT,N,75000,4,38.75412659681355,train,39.021852237252865,PENNINGTON F,300,120,1100,D,100000,N,FT,300
ALWAYS SUNSHINE,2016-06-10T00:00:00Z,NA,1517,PENNINGTON F,ALLARD EDWARD T,124,1320,5,BEL,D,FT,G2,250000,5,39.543057996485054,train,38.75412659681355,PENNINGTON F,300,124,1320,D,75000,N,FT,300
ALWAYS SUNSHINE,2016-05-21T00:00:00Z,NA,1497,PENNINGTON F,ALLARD EDWARD T,118,1320,3,PIM,D,MY,G3,150000,1,38.30330543339481,train,39.543057996485054,PENNINGTON F,300,124,1320,D,250000,G2,FT,300
ALWAYS SUNSHINE,2016-04-17T00:00:00Z,NA,1463,PENNINGTON F,ALLARD EDWARD T,120,1320,1,PRX,D,FT,AO,54000,1,39.03426340899234,train,38.30330543339481,PENNINGTON F,300,118,1320,D,150000,G3,MY,300
AMERICAN GAL,2018-04-07T00:00:00Z,NA,1453,ORTIZ JOSE L,CALLAGHAN SIMON,118,1540,9,KEE,D,FT,G1,300000,4,38.01593048515568,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMERICAN GAL,2017-08-05T00:00:00Z,NA,1208,ORTIZ JOSE L,CALLAGHAN SIMON,118,1540,10,SAR,D,FT,G1,500000,1,38.29321663019694,train,38.01593048515568,ORTIZ JOSE L,300,118,1540,D,300000,G1,FT,300
AMERICAN GAL,2017-07-09T00:00:00Z,NA,1181,PRAT FLAVIEN,CALLAGHAN SIMON,115,1430,3,BEL,D,FT,G3,150000,1,37.80046523649522,train,38.29321663019694,ORTIZ JOSE L,300,118,1540,D,500000,G1,FT,300
AMERICAN GAL,2016-12-10T00:00:00Z,NA,970,SMITH M E,BAFFERT BOB,120,1870,7,LRC,D,FT,G1,300000,2,37.353515625,train,37.80046523649522,PRAT FLAVIEN,300,115,1430,D,150000,G3,FT,300
AMERICAN GAL,2016-11-05T00:00:00Z,NA,935,SMITH M E,BAFFERT BOB,122,1870,12,SA,D,FT,G1,2000000,3,36.180476730987515,train,37.353515625,SMITH M E,300,120,1870,D,300000,G1,FT,300
AMERICAN GAL,2016-10-23T00:00:00Z,NA,922,BEJARANO R,BAFFERT BOB,118,1320,5,SA,D,FT,N,70000,1,38.31961396537043,train,36.180476730987515,SMITH M E,300,122,1870,D,2000000,G1,FT,300
AMERICAN GAL,2016-08-14T00:00:00Z,NA,852,BEJARANO R,BAFFERT BOB,120,1210,8,DMR,D,FT,S,63000,1,39.1180654338549,train,38.31961396537043,BEJARANO R,300,118,1320,D,70000,N,FT,300
AMERICAN GREATNESS,2018-04-11T00:00:00Z,NA,1488,BOREL C H,GLYSHAW TIM,122,1540,11,KEE,D,FT,M,25000,1,37.19008264462809,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMERICAN GREATNESS,2018-03-16T00:00:00Z,NA,1462,RIQUELME J,GLYSHAW TIM,123,1320,4,FG,D,FT,M,14000,3,37.70949720670391,train,37.19008264462809,BOREL C H,300,122,1540,D,25000,M,FT,300
AMERICAN GREATNESS,2017-03-23T00:00:00Z,NA,1104,TORRES F C,GLYSHAW TIM,120,1320,1,FG,D,FT,M,22000,4,37.94799718903724,train,37.70949720670391,RIQUELME J,300,123,1320,D,14000,M,FT,300
