horseName,raceDate,raceNum,horseAgeInDays,jockey,trainer,weight,raceDist,postPosition,track,surface,trackCondition,raceType,purse,finishPosition,adamSpeedInMPH,dataType,adamSpeedInMPHLag1,jockeyLag1,oddsLag1,weightLag1,raceDistLag1,surfaceLag1,purseLag1,raceTypeLag1,trackConditionLag1,finishPositionLag1
MISCHEVIOUS ALEX,2019-07-27T00:00:00Z,NA,892,VARGAS JORGE A JR,SERVIS JOHN C,122,1210,1,LRL,D,FT,AO,42000,2,38.19444444444445,train,36.21730382293762,MCCARTHY TREVOR,300,117,1760,D,104000,N,FT,300
MISCHEVIOUS ALEX,2019-06-25T00:00:00Z,NA,860,PENNINGTON F,SERVIS JOHN C,118,990,7,PRX,D,FT,S,45000,1,38.578776909887594,train,38.19444444444445,VARGAS JORGE A JR,300,122,1210,D,42000,AO,FT,300
MISCHIEF JOKE,2023-07-28T00:00:00Z,NA,893,ORTIZ JOSE L,MAKER MICHAEL J,119,1320,7,SAR,D,FT,S,88000,2,37.620175560819284,train,0,Other,300,0,3000,Other,0,Other,Other,300
MISCHIEF JOKE,2023-06-23T00:00:00Z,NA,858,ORTIZ JOSE L,MAKER MICHAEL J,119,1100,8,BEL,D,FT,S,75000,2,38.05818673883627,train,37.620175560819284,ORTIZ JOSE L,300,119,1320,D,88000,S,FT,300
MISCHIEF JOKE,2023-05-12T00:00:00Z,NA,816,ORTIZ JOSE L,MAKER MICHAEL J,119,1100,3,BEL,D,FT,S,75000,3,38.103302286198144,train,38.05818673883627,ORTIZ JOSE L,300,119,1100,D,75000,S,FT,300
MISCHIEF JOKE,2023-04-07T00:00:00Z,NA,781,Other,Other,119,990,5,KEE,D,FT,S,80000,2,37.900056148231336,train,38.103302286198144,ORTIZ JOSE L,300,119,1100,D,75000,S,FT,300
MISS GOSSIP,2018-04-26T00:00:00Z,NA,1868,GRAHAM J,MCKEEVER ANDREW,119,1210,1,KEE,T,YL,A,80000,5,38.30083565459609,train,0,Other,300,0,3000,Other,0,Other,Other,300
MISS GOSSIP,2018-03-10T00:00:00Z,NA,1821,GRAHAM J,MCKEEVER ANDREW,118,1210,9,FG,T,FM,N,50000,3,38.06521070439865,train,38.30083565459609,GRAHAM J,300,119,1210,T,80000,A,YL,300
MISS GOSSIP,2018-01-06T00:00:00Z,NA,1758,HERNANDEZ B J JR,MCKEEVER ANDREW,118,1210,2,FG,T,FM,N,50000,10,38.08864265927978,train,38.06521070439865,GRAHAM J,300,118,1210,T,50000,N,FM,300
MISS GOSSIP,2017-12-02T00:00:00Z,NA,1723,HERNANDEZ B J JR,MCKEEVER ANDREW,118,1210,9,FG,T,FM,N,50000,3,38.623595505617985,train,38.08864265927978,HERNANDEZ B J JR,300,118,1210,T,50000,N,FM,300
MISS GOSSIP,2017-11-10T00:00:00Z,NA,1701,LANERIE C J,MCKEEVER ANDREW,121,1760,8,CD,T,TF,AO,68000,4,35.294117647058826,train,38.623595505617985,HERNANDEZ B J JR,300,118,1210,T,50000,N,FM,300
MISS GOSSIP,2017-09-09T00:00:00Z,NA,1639,LANERIE C J,MCKEEVER ANDREW,121,1430,4,KD,T,FM,N,350000,7,37.33248245054244,train,35.294117647058826,LANERIE C J,300,121,1760,T,68000,AO,TF,300
MISS GOSSIP,2017-07-29T00:00:00Z,NA,1597,GRAHAM J,MCKEEVER ANDREW,118,1320,1,WO,T,FM,G3,125000,5,39.147455415398,train,37.33248245054244,LANERIE C J,300,121,1430,T,350000,N,FM,300
MISS GOSSIP,2017-06-18T00:00:00Z,NA,1556,CANNON DECLAN,MCKEEVER ANDREW,118,1210,10,PID,D,FT,N,100000,3,39.20481546016157,train,39.147455415398,GRAHAM J,300,118,1320,T,125000,G3,FM,300
MISS GOSSIP,2017-05-13T00:00:00Z,NA,1520,GRAHAM J,MCKEEVER ANDREW,123,1100,2,CD,T,FM,N,65000,4,39.52222027050764,train,39.20481546016157,CANNON DECLAN,300,118,1210,D,100000,N,FT,300
MISS GOSSIP,2017-04-21T00:00:00Z,NA,1498,GRAHAM J,MCKEEVER ANDREW,118,1210,10,KEE,T,FM,A,74000,1,39.27947944770672,train,39.52222027050764,GRAHAM J,300,123,1100,T,65000,N,FM,300
MISSION HILL,2023-07-21T00:00:00Z,NA,1162,ROSARIO JOEL,MOTT WILLIAM I,118,1760,2,SAR,D,FT,S,88000,2,36.1954554594812,train,0,Other,300,0,3000,Other,0,Other,Other,300
MISSION HILL,2023-06-25T00:00:00Z,NA,1136,ALVARADO JUNIOR,MOTT WILLIAM I,118,1320,7,BEL,t,FM,S,75000,6,38.854511440495045,train,36.1954554594812,ROSARIO JOEL,300,118,1760,D,88000,S,FT,300
MISSISSIPPI,2018-03-31T00:00:00Z,NA,1140,LEPAROUX JULIEN R,CASSE MARK,122,1980,9,GP,D,FT,G1,1100000,3,36.45692681609506,train,0,Other,300,0,3000,Other,0,Other,Other,300
MISSISSIPPI,2018-02-04T00:00:00Z,NA,1085,LEPAROUX JULIEN R,CASSE MARK,118,1870,4,GP,D,FT,AO,51000,2,37.284335705234426,train,36.45692681609506,LEPAROUX JULIEN R,300,122,1980,D,1100000,G1,FT,300
MISSISSIPPI,2018-01-11T00:00:00Z,NA,1061,LEPAROUX JULIEN R,CASSE MARK,118,1870,2,GP,D,FT,AO,51000,2,37.26980415083309,train,37.284335705234426,LEPAROUX JULIEN R,300,118,1870,D,51000,AO,FT,300
MISSISSIPPI,2017-11-19T00:00:00Z,NA,1008,LEPAROUX JULIEN R,CASSE MARK,118,1760,5,CD,D,FT,S,60000,1,37.213148645854865,train,37.26980415083309,LEPAROUX JULIEN R,300,118,1870,D,51000,AO,FT,300
MISSISSIPPI,2017-10-18T00:00:00Z,NA,976,LEPAROUX JULIEN R,CASSE MARK,118,1540,7,KEE,D,FT,S,65000,4,35.72643756379721,train,37.213148645854865,LEPAROUX JULIEN R,300,118,1760,D,60000,S,FT,300
MISSPENT YOUTH,2018-04-06T00:00:00Z,NA,1483,SAEZ LUIS,COLEBROOK BEN,118,1980,2,KEE,T,YL,A,76000,4,35.180681028492,train,0,Other,300,0,3000,Other,0,Other,Other,300
MISSPENT YOUTH,2018-02-17T00:00:00Z,NA,1435,BRACHO JOSE A,COLEBROOK BEN,119,1870,6,TAM,T,FM,S,22500,1,37.33528550512445,train,35.180681028492,SAEZ LUIS,300,118,1980,T,76000,A,YL,300
MISSPENT YOUTH,2018-01-24T00:00:00Z,NA,1411,CAMACHO SAMY,COLEBROOK BEN,122,1870,1,TAM,T,FM,S,22500,3,36.93154388336391,train,37.33528550512445,BRACHO JOSE A,300,119,1870,T,22500,S,FM,300
MISTICAL CURLIN,2023-08-12T00:00:00Z,NA,1611,ALVARADO JUNIOR,RODRIGUEZ GUSTAVO,125,1760,5,SAR,D,FT,R,70000,4,36.57421517829929,train,0,Other,300,0,3000,Other,0,Other,Other,300
MISTICAL CURLIN,2023-07-04T00:00:00Z,NA,1572,LEZCANO JOSE,RODRIGUEZ GUSTAVO,125,1870,6,BEL,D,SY,R,65000,2,36.7965367965368,train,36.57421517829929,ALVARADO JUNIOR,300,125,1760,D,70000,R,FT,300
MISTICAL CURLIN,2023-05-20T00:00:00Z,NA,1527,LEZCANO JOSE,RODRIGUEZ GUSTAVO,125,1760,5,BEL,D,SY,S,90000,1,37.53910323253389,train,36.7965367965368,LEZCANO JOSE,300,125,1870,D,65000,R,SY,300
MISTICAL CURLIN,2023-04-08T00:00:00Z,NA,1485,CANCEL ERIC,RODRIGUEZ GUSTAVO,126,1760,7,AQU,D,FT,S,80000,4,36.51856360316494,train,37.53910323253389,LEZCANO JOSE,300,125,1760,D,90000,S,SY,300
MISTICAL CURLIN,2023-02-02T00:00:00Z,NA,1420,HUAYAS GHERSON (JASON),RODRIGUEZ GUSTAVO,115,1760,1,AQU,D,FT,S,80000,5,34.71887356543544,train,36.51856360316494,CANCEL ERIC,300,126,1760,D,80000,S,FT,300
MISTICAL CURLIN,2022-12-15T00:00:00Z,NA,1371,HUAYAS GHERSON (JASON),RODRIGUEZ GUSTAVO,114,1760,5,AQU,D,GD,S,85000,2,35.996400359964,train,34.71887356543544,HUAYAS GHERSON (JASON),300,115,1760,D,80000,S,FT,300
MISTICAL CURLIN,2022-11-06T00:00:00Z,NA,1332,LEZCANO JOSE,RODRIGUEZ GUSTAVO,121,1870,8,AQU,t,FM,M,45000,2,37.2444011684518,train,35.996400359964,HUAYAS GHERSON (JASON),300,114,1760,D,85000,S,GD,300
MISTICAL CURLIN,2022-10-03T00:00:00Z,NA,1298,CARMOUCHE K,RODRIGUEZ GUSTAVO,121,1830,1,PRX,D,SY,S,60000,6,35.34304426571446,train,37.2444011684518,LEZCANO JOSE,300,121,1870,t,45000,M,FM,300
MISTICAL CURLIN,2022-08-04T00:00:00Z,NA,1238,LEPAROUX JULIEN R,MCPEEK KENNETH G,118,1980,2,SAR,D,FT,M,40000,2,35.107489597780855,train,35.34304426571446,CARMOUCHE K,300,121,1830,D,60000,S,SY,300
MISTICAL CURLIN,2022-07-16T00:00:00Z,NA,1219,LEPAROUX JULIEN R,MCPEEK KENNETH G,118,1760,7,SAR,D,FT,M,52000,4,35.72846367606193,train,35.107489597780855,LEPAROUX JULIEN R,300,118,1980,D,40000,M,FT,300
MITHRIDATES,2023-07-28T00:00:00Z,NA,893,TORRES JAIME A,CHICHAKLY AMIRA,115,1320,1,SAR,D,FT,S,88000,8,36.37833468067906,train,0,Other,300,0,3000,Other,0,Other,Other,300
MITHRIDATES,2023-07-15T00:00:00Z,NA,880,RICHARDS G G,CHICHAKLY AMIRA,118,1100,2,DEL,D,FT,M,30000,7,36.127167630057805,train,36.37833468067906,TORRES JAIME A,300,115,1320,D,88000,S,FT,300
MITOLE,2018-04-12T00:00:00Z,NA,1124,SANTANA RICARDO JR,ASMUSSEN STEVEN M,119,1320,1,OP,D,FT,N,150000,1,39.467914047653856,train,0,Other,300,0,3000,Other,0,Other,Other,300
MITOLE,2018-03-17T00:00:00Z,NA,1098,SANTANA RICARDO JR,ASMUSSEN STEVEN M,119,1320,7,OP,D,FT,AO,82000,1,39.039907460960094,train,39.467914047653856,SANTANA RICARDO JR,300,119,1320,D,150000,N,FT,300
MITOLE,2018-02-24T00:00:00Z,NA,1077,SANTANA RICARDO JR,ASMUSSEN STEVEN M,115,1320,3,OP,D,SY,N,125000,2,37.5,train,39.039907460960094,SANTANA RICARDO JR,300,119,1320,D,82000,AO,FT,300
MITOLE,2018-02-03T00:00:00Z,NA,1056,SANTANA RICARDO JR,ASMUSSEN STEVEN M,120,1320,9,OP,D,FT,S,75000,1,38.70967741935484,train,37.5,SANTANA RICARDO JR,300,115,1320,D,125000,N,SY,300
MITOLE,2018-01-13T00:00:00Z,NA,1035,CONTRERAS LUIS,ASMUSSEN STEVEN M,120,1320,5,OP,D,FT,S,75000,2,38.15175922000848,train,38.70967741935484,SANTANA RICARDO JR,300,120,1320,D,75000,S,FT,300
MITOLE,2017-11-25T00:00:00Z,NA,986,THERIOT H J II,ASMUSSEN STEVEN M,122,1320,7,FG,D,FT,S,41000,3,37.8522360857984,train,38.15175922000848,CONTRERAS LUIS,300,120,1320,D,75000,S,FT,300
MIZ SENSE,2023-08-30T00:00:00Z,9,867,ORTIZ JOSE L,PLETCHER TODD A,120,1760,11,SAR,t,YL,N,150000,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
MIZ SENSE,2023-07-30T00:00:00Z,NA,836,ORTIZ JOSE L,PLETCHER TODD A,119,1760,6,SAR,D,FT,S,136500,1,35.946080878681975,train,999,ORTIZ JOSE L,300,120,1760,t,150000,N,YL,300
MO TOWN MADISON,2023-08-02T00:00:00Z,NA,1204,SAEZ LUIS,JOSEPH SAFFIE A JR,120,1320,3,SAR,D,FT,C,35000,3,36.669835664810535,train,0,Other,300,0,3000,Other,0,Other,Other,300
MO TOWN MADISON,2023-06-18T00:00:00Z,NA,1159,ZAYAS EDGARD J,JOSEPH SAFFIE A JR,118,1210,5,GP,D,FT,M,29000,1,38.0359612724758,train,36.669835664810535,SAEZ LUIS,300,120,1320,D,35000,C,FT,300
MO TOWN MADISON,2023-05-21T00:00:00Z,NA,1131,REYES LEONEL,JOSEPH SAFFIE A JR,118,1430,6,GP,D,FT,S,50000,3,36.28131977176879,train,38.0359612724758,ZAYAS EDGARD J,300,118,1210,D,29000,M,FT,300
MO TOWN MADISON,2023-04-27T00:00:00Z,NA,1107,REYES LEONEL,JOSEPH SAFFIE A JR,118,1830,3,GP,D,FT,MO,40000,4,36.22200327251614,train,36.28131977176879,REYES LEONEL,300,118,1430,D,50000,S,FT,300
MO TOWN MADISON,2023-03-26T00:00:00Z,NA,1075,REYES LEONEL,JOSEPH SAFFIE A JR,118,1760,6,GP,D,FT,S,84000,9,35.81733160879515,train,36.22200327251614,REYES LEONEL,300,118,1830,D,40000,MO,FT,300
MO TOWN MADISON,2023-03-11T00:00:00Z,NA,1060,REYES LEONEL,JOSEPH SAFFIE A JR,118,1320,2,GP,D,FT,MO,50000,4,36.80479825517993,train,35.81733160879515,REYES LEONEL,300,118,1760,D,84000,S,FT,300
MO TOWN MADISON,2023-01-08T00:00:00Z,NA,998,ZAYAS EDGARD J,JOSEPH SAFFIE A JR,118,1650,3,GP,T,FM,S,84000,8,37.010637131264396,train,36.80479825517993,REYES LEONEL,300,118,1320,D,50000,MO,FT,300
MO TOWN MADISON,2022-11-04T00:00:00Z,NA,933,ZAYAS EDGARD J,JOSEPH SAFFIE A JR,118,1830,5,GP,D,FT,S,50000,6,35.67993344945018,train,37.010637131264396,ZAYAS EDGARD J,300,118,1650,T,84000,S,FM,300
MO TOWN MADISON,2022-09-17T00:00:00Z,NA,885,Other,JOSEPH SAFFIE A JR,118,1830,6,GP,D,FT,N,65000,7,35.84393199446345,train,35.67993344945018,ZAYAS EDGARD J,300,118,1830,D,50000,S,FT,300
MO TOWN MADISON,2022-08-07T00:00:00Z,NA,844,Other,JOSEPH SAFFIE A JR,111,1830,2,GP,D,FT,S,55000,5,35.329700973872754,train,35.84393199446345,Other,300,118,1830,D,65000,N,FT,300
MO ZONE,2018-04-13T00:00:00Z,NA,1153,GRAHAM J,KENNEALLY EDDIE,121,1540,12,KEE,D,FT,S,74000,4,37.185692362176844,train,0,Other,300,0,3000,Other,0,Other,Other,300
MO ZONE,2018-03-16T00:00:00Z,NA,1125,GRAHAM J,KENNEALLY EDDIE,116,1320,4,FG,D,FT,S,41000,4,37.8522360857984,train,37.185692362176844,GRAHAM J,300,121,1540,D,74000,S,FT,300
MODERN LOVE,2023-07-14T00:00:00Z,NA,1276,SAEZ LUIS,WILKES IAN R,122,1760,2,SAR,D,FT,AO,149500,2,36.29398124810969,train,0,Other,300,0,3000,Other,0,Other,Other,300
MODERN LOVE,2023-03-08T00:00:00Z,NA,1148,CAMACHO SAMY,BROWN CHAD C,120,1800,1,TAM,D,FT,AO,32000,4,36.20629542549102,train,36.29398124810969,SAEZ LUIS,300,122,1760,D,149500,AO,FT,300
MODERN LOVE,2023-01-14T00:00:00Z,NA,1095,CAMACHO SAMY,BROWN CHAD C,119,1800,3,TAM,D,FT,S,27000,1,35.82232128641936,train,36.20629542549102,CAMACHO SAMY,300,120,1800,D,32000,AO,FT,300
MODERN LOVE,2022-11-20T00:00:00Z,NA,1040,ROSARIO JOEL,BROWN CHAD C,121,1430,1,AQU,D,FT,S,85000,5,35.30476765238383,train,35.82232128641936,CAMACHO SAMY,300,119,1800,D,27000,S,FT,300
MODERNIST,2020-03-21T00:00:00Z,NA,1130,ALVARADO JUNIOR,MOTT WILLIAM I,122,2090,14,FG,D,FT,G2,1000000,3,36.50414140551618,train,0,Other,300,0,3000,Other,0,Other,Other,300
MODERNIST,2020-02-15T00:00:00Z,NA,1095,ALVARADO JUNIOR,MOTT WILLIAM I,122,1980,1,FG,D,FT,G2,400000,1,36.39468008626886,train,36.50414140551618,ALVARADO JUNIOR,300,122,2090,D,1000000,G2,FT,300
MODERNIST,2020-01-25T00:00:00Z,NA,1074,ALVARADO JUNIOR,MOTT WILLIAM I,120,1980,1,AQU,D,GD,S,68000,1,35.45168067226891,train,36.39468008626886,ALVARADO JUNIOR,300,122,1980,D,400000,G2,FT,300
MODERNIST,2019-12-07T00:00:00Z,NA,1025,ALVARADO JUNIOR,MOTT WILLIAM I,119,1760,3,AQU,D,FT,S,70000,3,36.14820765137062,train,35.45168067226891,ALVARADO JUNIOR,300,120,1980,D,68000,S,GD,300
MODERNIST,2019-09-28T00:00:00Z,NA,955,ALVARADO JUNIOR,MOTT WILLIAM I,119,1320,7,BEL,D,FT,S,75000,5,37.83102143757881,train,36.14820765137062,ALVARADO JUNIOR,300,119,1760,D,70000,S,FT,300
MODUS OPERANDI,2023-08-30T00:00:00Z,1,2022,MULQUEEN STEPHEN,BRION KERI,152,4180,1,SAR,T,YL,A,70000,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
MODUS OPERANDI,2023-07-26T00:00:00Z,NA,1987,HENDRIKS PARKER,BRION KERI,152,3630,4,SAR,T,FM,A,70000,4,31.563509607209653,train,999,MULQUEEN STEPHEN,300,152,4180,T,70000,A,YL,300
MODUS OPERANDI,2023-05-06T00:00:00Z,NA,1906,HENDRIKS PARKER,BRION KERI,154,3740,2,GRM,T,TF,A,45000,2,29.85249356122688,train,31.563509607209653,HENDRIKS PARKER,300,152,3630,T,70000,A,FM,300
MODUS OPERANDI,2022-06-19T00:00:00Z,NA,1585,Other,WALSH BRENDAN P,122,3080,7,SA,T,FM,G3,125000,6,37.48884260636715,train,29.85249356122688,HENDRIKS PARKER,300,154,3740,T,45000,A,TF,300
MODUS OPERANDI,2022-05-21T00:00:00Z,NA,1556,TALAMO JOSEPH,WALSH BRENDAN P,118,2640,7,CD,T,TF,G3,200000,8,35.37272369972487,train,37.48884260636715,Other,300,122,3080,T,125000,G3,FM,300
MODUS OPERANDI,2022-04-22T00:00:00Z,NA,1527,GAFFALIONE TYLER,WALSH BRENDAN P,118,2640,5,KEE,T,TF,A,120000,5,36.060100166944906,train,35.37272369972487,TALAMO JOSEPH,300,118,2640,T,200000,G3,TF,300
MODUS OPERANDI,2022-03-18T00:00:00Z,NA,1492,TALAMO JOSEPH,WALSH BRENDAN P,124,2200,4,TP,D,FT,A,65000,2,36.47268601069865,train,36.060100166944906,GAFFALIONE TYLER,300,118,2640,T,120000,A,TF,300
MONARCHS GLEN,2020-03-15T00:00:00Z,NA,2220,ORTIZ IRAD JR,GARGAN DANNY,121,1980,3,GP,T,FM,AO,53000,3,37.53823338585596,train,0,Other,300,0,3000,Other,0,Other,Other,300
MONARCHS GLEN,2020-02-12T00:00:00Z,NA,2188,ORTIZ IRAD JR,GARGAN DANNY,123,1870,8,GP,T,FM,AO,58000,2,38.48475701780863,train,37.53823338585596,ORTIZ IRAD JR,300,121,1980,T,53000,AO,FM,300
MONARCHS GLEN,2020-01-20T00:00:00Z,NA,2165,ORTIZ IRAD JR,GARGAN DANNY,121,1650,4,GP,T,FM,AO,53000,8,38.36535182448562,train,38.48475701780863,ORTIZ IRAD JR,300,123,1870,T,58000,AO,FM,300
MONARCHS GLEN,2019-09-20T00:00:00Z,NA,2043,LEZCANO JOSE,MOTT WILLIAM I,122,1980,2,BEL,t,FM,AO,85000,7,37.48264692272097,train,38.36535182448562,ORTIZ IRAD JR,300,121,1650,T,53000,AO,FM,300
MONARCHS GLEN,2019-06-22T00:00:00Z,NA,1953,LEZCANO JOSE,MOTT WILLIAM I,118,2420,8,MTH,T,TF,G1,310000,7,35.87736464448793,train,37.48264692272097,LEZCANO JOSE,300,122,1980,t,85000,AO,FM,300
MONARCHS GLEN,2019-05-25T00:00:00Z,NA,1925,LEZCANO JOSE,MOTT WILLIAM I,116,1980,1,MTH,T,FM,G2,205000,4,38.028169014084504,train,35.87736464448793,LEZCANO JOSE,300,118,2420,T,310000,G1,TF,300
MONARCHS GLEN,2019-05-02T00:00:00Z,NA,1902,ROSARIO JOEL,MOTT WILLIAM I,122,1760,3,CD,T,FM,N,115000,6,37.664783427495294,train,38.028169014084504,LEZCANO JOSE,300,116,1980,T,205000,G2,FM,300
MONARCHS GLEN,2018-10-20T00:00:00Z,NA,1708,Other,Other,131,2200,0,ASC,T,SF,G1,1671793,7,34.46427203798729,train,37.664783427495294,ROSARIO JOEL,300,122,1760,T,115000,N,FM,300
MONARCHS GLEN,2018-06-19T00:00:00Z,NA,1585,Other,Other,134,2200,0,ASC,T,TF,N,129602,1,36.375394066769054,train,34.46427203798729,Other,300,131,2200,T,1671793,G1,SF,300
MONDAY MORNING QB,2023-03-05T00:00:00Z,NA,2209,TORRES JAIME A,CASH NORMAN L,113,1320,1,AQU,D,FT,AO,84000,5,36.98630136986302,train,0,Other,300,0,3000,Other,0,Other,Other,300
MONDAY MORNING QB,2023-02-18T00:00:00Z,NA,2194,TORRES JAIME A,CASH NORMAN L,113,1430,4,AQU,D,FT,AO,84000,5,37.53368407545232,train,36.98630136986302,TORRES JAIME A,300,113,1320,D,84000,AO,FT,300
MONDAY MORNING QB,2023-01-21T00:00:00Z,NA,2166,HUMPHREY WILLIAM,CASH NORMAN L,122,1760,3,LRL,D,FT,N,75000,8,34.61538461538462,train,37.53368407545232,TORRES JAIME A,300,113,1430,D,84000,AO,FT,300
MONDAY MORNING QB,2022-12-17T00:00:00Z,NA,2131,Other,CASH NORMAN L,126,1760,7,LRL,D,GD,AO,62300,6,36.4741641337386,train,34.61538461538462,HUMPHREY WILLIAM,300,122,1760,D,75000,N,FT,300
MONDAY MORNING QB,2022-12-03T00:00:00Z,NA,2117,Other,CASH NORMAN L,122,1540,6,AQU,D,SY,AO,95000,2,37.26487637525139,train,36.4741641337386,Other,300,126,1760,D,62300,AO,GD,300
MONDAY MORNING QB,2022-11-25T00:00:00Z,NA,2109,HUMPHREY WILLIAM,CASH NORMAN L,122,1540,4,LRL,D,FT,N,75000,4,37.19447396386823,train,37.26487637525139,Other,300,122,1540,D,95000,AO,SY,300
MONDAY MORNING QB,2022-11-07T00:00:00Z,NA,2091,HUMPHREY WILLIAM,CASH NORMAN L,118,1870,2,LRL,D,FT,AO,60320,1,36,train,37.19447396386823,HUMPHREY WILLIAM,300,122,1540,D,75000,N,FT,300
MONDAY MORNING QB,2022-10-22T00:00:00Z,NA,2075,HUMPHREY WILLIAM,CASH NORMAN L,120,1980,11,LRL,D,FT,N,153000,5,35.840707964601776,train,36,HUMPHREY WILLIAM,300,118,1870,D,60320,AO,FT,300
MONDAY MORNING QB,2022-10-01T00:00:00Z,NA,2054,HUMPHREY WILLIAM,CASH NORMAN L,120,1830,7,DEL,D,MY,N,100000,7,35.47367151423255,train,35.840707964601776,HUMPHREY WILLIAM,300,120,1980,D,153000,N,FT,300
MONDAY MORNING QB,2022-08-24T00:00:00Z,NA,2016,ROSE J,REID ROBERT E JR,122,1830,5,DEL,D,FT,AO,48000,3,36.447729485704166,train,35.47367151423255,HUMPHREY WILLIAM,300,120,1830,D,100000,N,MY,300
MONET NEVER,2023-07-15T00:00:00Z,NA,1246,PRAT FLAVIEN,ANTONACCI PHILIP,119,1210,6,SAR,T,FM,S,136500,1,38.69001094262936,train,0,Other,300,0,3000,Other,0,Other,Other,300
MONET NEVER,2023-04-26T00:00:00Z,NA,1166,SAEZ LUIS,ANTONACCI PHILIP,118,1210,5,KEE,T,FM,S,100000,7,39.06866614048935,train,38.69001094262936,PRAT FLAVIEN,300,119,1210,T,136500,S,FM,300
MONET NEVER,2023-03-19T00:00:00Z,NA,1128,SAEZ LUIS,ANTONACCI PHILIP,118,1100,4,GP,T,FM,S,84000,2,39.647577092511014,train,39.06866614048935,SAEZ LUIS,300,118,1210,T,100000,S,FM,300
MONET NEVER,2023-02-19T00:00:00Z,NA,1100,CASTELLANO J J,ANTONACCI PHILIP,118,1100,2,GP,T,FM,S,84000,5,40.121255349500714,train,39.647577092511014,SAEZ LUIS,300,118,1100,T,84000,S,FM,300
MONEY MIKE,2023-08-30T00:00:00Z,6,1994,GAFFALIONE TYLER,SUMMERS CHAD,118,1540,9,SAR,D,MY,C,36000,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
MONEY MIKE,2023-08-04T00:00:00Z,NA,1968,GAFFALIONE TYLER,SUMMERS CHAD,118,1320,2,SAR,D,MY,C,28000,4,37.6621565071837,train,999,GAFFALIONE TYLER,300,118,1540,D,36000,C,MY,300
MONEY MIKE,2023-05-19T00:00:00Z,NA,1891,DAVIS KATIE,SUMMERS CHAD,123,1320,1,BEL,D,FT,C,62000,7,36.976170912078885,train,37.6621565071837,GAFFALIONE TYLER,300,118,1320,D,28000,C,MY,300
MONEY MIKE,2023-03-24T00:00:00Z,NA,1835,OLVER MADISON,SUMMERS CHAD,116,1320,6,AQU,D,FT,C,60000,6,36.25621055458574,train,36.976170912078885,DAVIS KATIE,300,123,1320,D,62000,C,FT,300
MONEY MIKE,2023-01-15T00:00:00Z,NA,1767,FRANCO MANUEL,CAMEJO JOSE M,120,1760,5,AQU,D,FT,C,60000,5,34.30858667683217,train,36.25621055458574,OLVER MADISON,300,116,1320,D,60000,C,FT,300
MONEY MIKE,2022-12-01T00:00:00Z,NA,1722,CANCEL ERIC,CASH NORMAN L,122,1320,4,AQU,D,GD,C,43000,1,37.77280358142137,train,34.30858667683217,FRANCO MANUEL,300,120,1760,D,60000,C,FT,300
MONEY MIKE,2022-11-24T00:00:00Z,NA,1715,BEJARANO R,CASH NORMAN L,120,1320,6,CD,D,FT,C,68000,6,38.73744619799139,train,37.77280358142137,CANCEL ERIC,300,122,1320,D,43000,C,GD,300
MONEY MIKE,2022-11-17T00:00:00Z,NA,1708,ACOSTA J D,CASH NORMAN L,120,990,5,CT,D,FT,A,35100,5,38.11405985319029,train,38.73744619799139,BEJARANO R,300,120,1320,D,68000,C,FT,300
MONEY MIKE,2022-11-03T00:00:00Z,NA,1694,ACOSTA J D,CASH NORMAN L,120,1430,4,CT,D,FT,A,35100,3,36.38964916645932,train,38.11405985319029,ACOSTA J D,300,120,990,D,35100,A,FT,300
MONEY MIKE,2022-10-15T00:00:00Z,NA,1675,BEJARANO R,CASH NORMAN L,122,1320,4,KEE,D,FT,C,65000,3,37.614934522151025,train,36.38964916645932,ACOSTA J D,300,120,1430,D,35100,A,FT,300
MONEY MIKE,2022-10-02T00:00:00Z,NA,1662,BEJARANO R,CASH NORMAN L,121,1540,6,CD,D,FT,C,68000,4,37.388724035608305,train,37.614934522151025,BEJARANO R,300,122,1320,D,65000,C,FT,300
MONEY MULTIPLIER,2018-02-10T00:00:00Z,NA,2127,CASTELLANO J J,BROWN CHAD C,119,1980,5,GP,T,FM,G1,300000,7,37.47224278312361,train,0,Other,300,0,3000,Other,0,Other,Other,300
MONEY MULTIPLIER,2017-11-11T00:00:00Z,NA,2036,CASTELLANO J J,BROWN CHAD C,121,2420,1,AQU,T,FM,G3,200000,4,35.90338724885762,train,37.47224278312361,CASTELLANO J J,300,119,1980,T,300000,G1,FM,300
MONEY MULTIPLIER,2017-09-30T00:00:00Z,NA,1994,CASTELLANO J J,BROWN CHAD C,126,2640,1,BEL,T,FM,G1,500000,8,36.52103340998241,train,35.90338724885762,CASTELLANO J J,300,121,2420,T,200000,G3,FM,300
MONEY MULTIPLIER,2017-08-26T00:00:00Z,NA,1959,CASTELLANO J J,BROWN CHAD C,120,2640,5,SAR,t,FM,G1,1000000,2,37.33148980297269,train,36.52103340998241,CASTELLANO J J,300,126,2640,T,500000,G1,FM,300
MONEY MULTIPLIER,2017-07-30T00:00:00Z,NA,1932,CASTELLANO J J,BROWN CHAD C,116,1980,2,MTH,T,FM,G2,200000,1,37.53127606338616,train,37.33148980297269,CASTELLANO J J,300,120,2640,t,1000000,G1,FM,300
